viersteller;vierstellername;Anzahl BA;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
5-114;Lösung von Adhäsionen zwischen Konjunktiva und Augenlid;6;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;2;0;1;0;0;0,00;0,00;0,00;0,1667;0,00;0,00;0,00;0,00;0,00;0,00;0,1667;0,00;0,1667;0,00;0,00;0,3333;0,00;0,1667;0,00;0,00
5-115;Naht der Konjunktiva;730;0;0;1;0;2;5;1;7;15;11;17;45;59;82;101;131;146;66;34;7;0,00;0,00;0,0014;0,00;0,0027;0,0068;0,0014;0,0096;0,0205;0,0151;0,0233;0,0616;0,0808;0,1123;0,1384;0,1795;0,20;0,0904;0,0466;0,0096
5-119;Andere Operationen an der Konjunktiva;8;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;1;1;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,00;0,00;0,00;0,25;0,125;0,125;0,125;0,00;0,125;0,00
5-120;Operative Entfernung eines Fremdkörpers aus der Kornea;15;0;0;1;0;1;1;2;2;0;1;3;1;0;1;0;0;0;2;0;0;0,00;0,00;0,0667;0,00;0,0667;0,0667;0,1333;0,1333;0,00;0,0667;0,20;0,0667;0,00;0,0667;0,00;0,00;0,00;0,1333;0,00;0,00
5-121;Inzision der Kornea;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,25;0,25;0,00
5-122;Operationen bei Pterygium;368;0;0;0;0;0;4;3;10;16;8;38;40;39;34;39;58;47;25;6;1;0,00;0,00;0,00;0,00;0,00;0,0109;0,0082;0,0272;0,0435;0,0217;0,1033;0,1087;0,106;0,0924;0,106;0,1576;0,1277;0,0679;0,0163;0,0027
5-123;Exzision und Destruktion von (erkranktem) Gewebe der Kornea;159;0;0;0;0;2;4;2;5;3;5;6;10;12;8;17;19;26;25;12;3;0,00;0,00;0,00;0,00;0,0126;0,0252;0,0126;0,0314;0,0189;0,0314;0,0377;0,0629;0,0755;0,0503;0,1069;0,1195;0,1635;0,1572;0,0755;0,0189
5-124;Naht der Kornea;310;0;0;0;1;0;1;2;1;3;10;7;7;11;24;34;56;72;44;26;11;0,00;0,00;0,00;0,0032;0,00;0,0032;0,0065;0,0032;0,0097;0,0323;0,0226;0,0226;0,0355;0,0774;0,1097;0,1806;0,2323;0,1419;0,0839;0,0355
5-125;Hornhauttransplantation und Keratoprothetik;761;0;0;0;2;3;11;14;8;21;20;30;34;47;67;85;136;155;82;34;12;0,00;0,00;0,00;0,0026;0,0039;0,0145;0,0184;0,0105;0,0276;0,0263;0,0394;0,0447;0,0618;0,088;0,1117;0,1787;0,2037;0,1078;0,0447;0,0158
5-126;Refraktive Keratoplastik und andere Rekonstruktion der Kornea;67;0;0;0;0;0;1;0;1;0;1;1;1;0;9;10;14;7;10;10;2;0,00;0,00;0,00;0,00;0,00;0,0149;0,00;0,0149;0,00;0,0149;0,0149;0,0149;0,00;0,1343;0,1493;0,209;0,1045;0,1493;0,1493;0,0299
5-129;Andere Operationen an der Kornea;249;0;0;0;1;14;15;11;13;8;7;10;12;19;12;25;34;21;23;12;12;0,00;0,00;0,00;0,004;0,0562;0,0602;0,0442;0,0522;0,0321;0,0281;0,0402;0,0482;0,0763;0,0482;0,1004;0,1365;0,0843;0,0924;0,0482;0,0482
5-130;Operative Entfernung eines Fremdkörpers aus der vorderen Augenkammer;4;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,25;0,00;0,25;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,00
5-131;Senkung des Augeninnendruckes durch filtrierende Operationen;1693;0;0;0;0;6;3;2;9;9;30;45;74;103;149;178;375;375;218;103;14;0,00;0,00;0,00;0,00;0,0035;0,0018;0,0012;0,0053;0,0053;0,0177;0,0266;0,0437;0,0608;0,088;0,1051;0,2215;0,2215;0,1288;0,0608;0,0083
5-132;Senkung des Augeninnendruckes durch Operationen am Corpus ciliare;1094;0;0;0;1;2;2;3;5;3;13;16;35;43;84;88;181;269;185;120;44;0,00;0,00;0,00;0,0009;0,0018;0,0018;0,0027;0,0046;0,0027;0,0119;0,0146;0,032;0,0393;0,0768;0,0804;0,1654;0,2459;0,1691;0,1097;0,0402
5-133;Senkung des Augeninnendruckes durch Verbesserung der Kammerwasserzirkulation;2069;0;1;0;2;4;4;3;7;21;11;25;49;86;147;191;381;540;356;188;53;0,00;0,0005;0,00;0,001;0,0019;0,0019;0,0014;0,0034;0,0101;0,0053;0,0121;0,0237;0,0416;0,071;0,0923;0,1841;0,261;0,1721;0,0909;0,0256
5-134;Senkung des Augeninnendruckes durch nicht filtrierende Operationen;739;0;0;0;0;0;0;2;4;8;5;20;28;37;72;73;134;184;106;49;17;0,00;0,00;0,00;0,00;0,00;0,00;0,0027;0,0054;0,0108;0,0068;0,0271;0,0379;0,0501;0,0974;0,0988;0,1813;0,249;0,1434;0,0663;0,023
5-135;Exzision und Destruktion von erkranktem Gewebe an Iris, Corpus ciliare und Sklera;14;0;0;1;0;0;0;1;0;0;0;0;1;0;2;0;1;3;4;1;0;0,00;0,00;0,0714;0,00;0,00;0,00;0,0714;0,00;0,00;0,00;0,00;0,0714;0,00;0,1429;0,00;0,0714;0,2143;0,2857;0,0714;0,00
5-136;Andere Iridektomie und Iridotomie;51;0;0;0;0;0;0;0;0;0;1;1;3;5;2;5;11;9;9;2;3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0196;0,0196;0,0588;0,098;0,0392;0,098;0,2157;0,1765;0,1765;0,0392;0,0588
5-137;Andere Operationen an der Iris;576;0;0;0;2;0;1;4;7;5;4;15;22;27;39;45;90;122;106;64;23;0,00;0,00;0,00;0,0035;0,00;0,0017;0,0069;0,0122;0,0087;0,0069;0,026;0,0382;0,0469;0,0677;0,0781;0,1563;0,2118;0,184;0,1111;0,0399
5-138;Operationen an der Sklera;549;0;1;0;0;1;6;2;4;9;8;18;38;42;59;76;90;113;46;28;8;0,00;0,0018;0,00;0,00;0,0018;0,0109;0,0036;0,0073;0,0164;0,0146;0,0328;0,0692;0,0765;0,1075;0,1384;0,1639;0,2058;0,0838;0,051;0,0146
5-139;Andere Operationen an Sklera, vorderer Augenkammer, Iris und Corpus ciliare;2625;0;1;1;2;4;9;15;24;22;35;76;110;169;250;275;481;496;379;224;52;0,00;0,0004;0,0004;0,0008;0,0015;0,0034;0,0057;0,0091;0,0084;0,0133;0,029;0,0419;0,0644;0,0952;0,1048;0,1832;0,189;0,1444;0,0853;0,0198
5-140;Entfernung eines Fremdkörpers aus der Augenlinse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-142;Kapsulotomie der Linse;701;0;1;1;0;3;1;4;2;5;7;26;26;34;49;89;156;178;83;29;7;0,00;0,0014;0,0014;0,00;0,0043;0,0014;0,0057;0,0029;0,0071;0,01;0,0371;0,0371;0,0485;0,0699;0,127;0,2225;0,2539;0,1184;0,0414;0,01
5-143;Intrakapsuläre Extraktion der Linse;47;0;0;0;0;0;1;1;0;0;0;2;1;1;3;4;6;11;10;5;2;0,00;0,00;0,00;0,00;0,00;0,0213;0,0213;0,00;0,00;0,00;0,0426;0,0213;0,0213;0,0638;0,0851;0,1277;0,234;0,2128;0,1064;0,0426
5-144;Extrakapsuläre Extraktion der Linse [ECCE];27929;0;2;3;7;4;15;27;31;42;74;231;470;830;1617;2443;5545;7417;5132;3193;846;0,00;0,0001;0,0001;0,0003;0,0001;0,0005;0,001;0,0011;0,0015;0,0026;0,0083;0,0168;0,0297;0,0579;0,0875;0,1985;0,2656;0,1838;0,1143;0,0303
5-145;Andere Linsenextraktionen;268;0;0;0;0;0;0;0;2;4;4;4;12;16;13;29;38;61;39;32;14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0075;0,0149;0,0149;0,0149;0,0448;0,0597;0,0485;0,1082;0,1418;0,2276;0,1455;0,1194;0,0522
5-146;(Sekundäre) Einführung und Wechsel einer alloplastischen Linse;573;0;0;0;0;4;5;1;1;0;4;17;21;16;31;63;78;141;101;72;18;0,00;0,00;0,00;0,00;0,007;0,0087;0,0017;0,0017;0,00;0,007;0,0297;0,0366;0,0279;0,0541;0,1099;0,1361;0,2461;0,1763;0,1257;0,0314
5-147;Revision und Entfernung einer alloplastischen Linse;235;0;0;0;1;0;0;1;1;2;3;6;8;17;15;28;37;55;30;19;12;0,00;0,00;0,00;0,0043;0,00;0,00;0,0043;0,0043;0,0085;0,0128;0,0255;0,034;0,0723;0,0638;0,1191;0,1574;0,234;0,1277;0,0809;0,0511
5-149;Andere Operationen an der Linse;3301;0;0;0;1;0;1;4;6;9;9;29;57;106;229;322;737;888;493;322;88;0,00;0,00;0,00;0,0003;0,00;0,0003;0,0012;0,0018;0,0027;0,0027;0,0088;0,0173;0,0321;0,0694;0,0975;0,2233;0,269;0,1493;0,0975;0,0267
5-150;Entfernung eines Fremdkörpers aus dem hinteren Augenabschnitt;4;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,25;0,25;0,00;0,00;0,00;0,00;0,25;0,00
5-152;Fixation der Netzhaut durch eindellende Operationen;276;0;0;0;0;8;5;5;12;9;7;22;29;32;37;25;34;33;12;6;0;0,00;0,00;0,00;0,00;0,029;0,0181;0,0181;0,0435;0,0326;0,0254;0,0797;0,1051;0,1159;0,1341;0,0906;0,1232;0,1196;0,0435;0,0217;0,00
5-153;Revision, Wechsel und Entfernung einer Cerclage oder Plombe, die zur Fixation der Netzhaut angelegt wurde;27;0;0;0;0;0;0;0;0;1;1;1;4;3;4;5;0;5;1;2;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,037;0,037;0,037;0,1481;0,1111;0,1481;0,1852;0,00;0,1852;0,037;0,0741;0,00
5-154;Andere Operationen zur Fixation der Netzhaut;3724;0;0;0;2;10;16;21;27;38;79;173;287;418;516;518;593;559;312;126;29;0,00;0,00;0,00;0,0005;0,0027;0,0043;0,0056;0,0073;0,0102;0,0212;0,0465;0,0771;0,1122;0,1386;0,1391;0,1592;0,1501;0,0838;0,0338;0,0078
5-155;Destruktion von erkranktem Gewebe an Retina und Choroidea;2569;0;0;0;0;5;20;30;34;42;63;140;214;314;333;348;349;383;183;97;14;0,00;0,00;0,00;0,00;0,0019;0,0078;0,0117;0,0132;0,0163;0,0245;0,0545;0,0833;0,1222;0,1296;0,1355;0,1359;0,1491;0,0712;0,0378;0,0054
5-156;Andere Operationen an der Retina;2167;0;0;0;0;1;7;1;21;11;35;50;70;112;209;256;438;430;307;170;49;0,00;0,00;0,00;0,00;0,0005;0,0032;0,0005;0,0097;0,0051;0,0162;0,0231;0,0323;0,0517;0,0964;0,1181;0,2021;0,1984;0,1417;0,0784;0,0226
5-157;Andere Operationen an der Choroidea;17;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;6;2;4;1;0,00;0,00;0,00;0,00;0,00;0,00;0,0588;0,00;0,00;0,00;0,00;0,00;0,1176;0,00;0,00;0,0588;0,3529;0,1176;0,2353;0,0588
5-158;Pars-plana-Vitrektomie;9806;0;1;2;1;10;32;47;59;71;142;275;479;709;1081;1402;2030;2020;929;435;81;0,00;0,0001;0,0002;0,0001;0,001;0,0033;0,0048;0,006;0,0072;0,0145;0,028;0,0488;0,0723;0,1102;0,143;0,207;0,206;0,0947;0,0444;0,0083
5-159;Vitrektomie über anderen Zugang und andere Operationen am Corpus vitreum;4178;0;4;0;1;1;9;11;22;22;41;87;192;254;417;565;887;943;434;231;57;0,00;0,001;0,00;0,0002;0,0002;0,0022;0,0026;0,0053;0,0053;0,0098;0,0208;0,046;0,0608;0,0998;0,1352;0,2123;0,2257;0,1039;0,0553;0,0136
5-160;Orbitotomie;260;0;3;0;0;3;1;3;1;3;6;7;8;15;22;27;50;56;33;15;7;0,00;0,0115;0,00;0,00;0,0115;0,0038;0,0115;0,0038;0,0115;0,0231;0,0269;0,0308;0,0577;0,0846;0,1038;0,1923;0,2154;0,1269;0,0577;0,0269
5-161;Entfernung eines Fremdkörpers aus Orbita und Augapfel, n.n.bez.;19;0;2;1;0;1;0;1;1;1;1;1;1;1;1;2;2;2;1;0;0;0,00;0,1053;0,0526;0,00;0,0526;0,00;0,0526;0,0526;0,0526;0,0526;0,0526;0,0526;0,0526;0,0526;0,1053;0,1053;0,1053;0,0526;0,00;0,00
5-162;Entfernung des Augeninhaltes [Eviszeration];6;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;3;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,1667;0,00;0,00;0,1667;0,00;0,00;0,00;0,1667;0,50;0,00;0,00
5-163;Entfernung des Augapfels [Enukleation];44;0;0;0;0;0;1;1;0;2;2;2;5;6;2;6;6;5;5;0;1;0,00;0,00;0,00;0,00;0,00;0,0227;0,0227;0,00;0,0455;0,0455;0,0455;0,1136;0,1364;0,0455;0,1364;0,1364;0,1136;0,1136;0,00;0,0227
5-164;Andere Exzision, Destruktion und Exenteration der Orbita und Orbitainnenhaut;15;0;1;0;1;0;1;0;3;0;0;1;0;1;1;1;2;1;1;1;0;0,00;0,0667;0,00;0,0667;0,00;0,0667;0,00;0,20;0,00;0,00;0,0667;0,00;0,0667;0,0667;0,0667;0,1333;0,0667;0,0667;0,0667;0,00
5-165;Sekundäre Einführung, Revision und Entfernung eines Orbitaimplantates;13;0;0;0;0;0;0;2;0;1;1;0;1;1;2;2;0;3;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,1538;0,00;0,0769;0,0769;0,00;0,0769;0,0769;0,1538;0,1538;0,00;0,2308;0,00;0,00;0,00
5-166;Revision und Rekonstruktion von Orbita und Augapfel;22;0;0;0;0;0;2;1;1;0;2;1;1;2;1;2;2;1;2;3;1;0,00;0,00;0,00;0,00;0,00;0,0909;0,0455;0,0455;0,00;0,0909;0,0455;0,0455;0,0909;0,0455;0,0909;0,0909;0,0455;0,0909;0,1364;0,0455
5-167;Rekonstruktion der Orbitawand;18;0;0;0;1;0;2;3;2;1;1;2;1;2;0;1;0;1;0;1;0;0,00;0,00;0,00;0,0556;0,00;0,1111;0,1667;0,1111;0,0556;0,0556;0,1111;0,0556;0,1111;0,00;0,0556;0,00;0,0556;0,00;0,0556;0,00
5-168;Operationen am N. opticus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-169;Andere Operationen an Orbita, Auge und Augapfel;133;0;1;0;1;0;2;4;1;2;2;5;5;10;22;19;17;23;10;7;2;0,00;0,0075;0,00;0,0075;0,00;0,015;0,0301;0,0075;0,015;0,015;0,0376;0,0376;0,0752;0,1654;0,1429;0,1278;0,1729;0,0752;0,0526;0,015
5-180;Inzision am äußeren Ohr;41;0;1;2;2;3;1;1;3;3;3;4;4;2;5;5;2;0;0;0;0;0,00;0,0244;0,0488;0,0488;0,0732;0,0244;0,0244;0,0732;0,0732;0,0732;0,0976;0,0976;0,0488;0,122;0,122;0,0488;0,00;0,00;0,00;0,00
5-181;Exzision und Destruktion von erkranktem Gewebe des äußeren Ohres;490;2;19;15;10;11;22;15;17;15;8;24;25;20;31;29;49;63;63;40;12;0,0041;0,0388;0,0306;0,0204;0,0224;0,0449;0,0306;0,0347;0,0306;0,0163;0,049;0,051;0,0408;0,0633;0,0592;0,10;0,1286;0,1286;0,0816;0,0245
5-182;Resektion der Ohrmuschel;158;0;0;0;0;1;4;0;0;1;2;2;6;4;8;7;22;33;28;31;9;0,00;0,00;0,00;0,00;0,0063;0,0253;0,00;0,00;0,0063;0,0127;0,0127;0,038;0,0253;0,0506;0,0443;0,1392;0,2089;0,1772;0,1962;0,057
5-183;Wundversorgung am äußeren Ohr;38;0;1;3;0;0;2;0;2;1;4;4;1;0;4;5;4;3;0;3;1;0,00;0,0263;0,0789;0,00;0,00;0,0526;0,00;0,0526;0,0263;0,1053;0,1053;0,0263;0,00;0,1053;0,1316;0,1053;0,0789;0,00;0,0789;0,0263
5-184;Plastische Korrektur abstehender Ohren;471;0;6;245;133;55;14;5;6;0;1;1;0;0;1;2;0;0;1;1;0;0,00;0,0127;0,5202;0,2824;0,1168;0,0297;0,0106;0,0127;0,00;0,0021;0,0021;0,00;0,00;0,0021;0,0042;0,00;0,00;0,0021;0,0021;0,00
5-185;Konstruktion und Rekonstruktion des äußeren Gehörganges;1515;0;4;65;56;75;68;68;69;92;120;170;154;152;119;91;115;66;24;5;2;0,00;0,0026;0,0429;0,037;0,0495;0,0449;0,0449;0,0455;0,0607;0,0792;0,1122;0,1017;0,1003;0,0785;0,0601;0,0759;0,0436;0,0158;0,0033;0,0013
5-186;Plastische Rekonstruktion von Teilen der Ohrmuschel;121;0;0;4;6;3;0;0;0;1;1;3;2;3;4;6;15;20;29;14;10;0,00;0,00;0,0331;0,0496;0,0248;0,00;0,00;0,00;0,0083;0,0083;0,0248;0,0165;0,0248;0,0331;0,0496;0,124;0,1653;0,2397;0,1157;0,0826
5-187;Plastische Rekonstruktion der gesamten Ohrmuschel;26;0;0;1;11;2;3;0;0;2;1;0;1;1;1;0;0;0;1;2;0;0,00;0,00;0,0385;0,4231;0,0769;0,1154;0,00;0,00;0,0769;0,0385;0,00;0,0385;0,0385;0,0385;0,00;0,00;0,00;0,0385;0,0769;0,00
5-188;Andere Rekonstruktion des äußeren Ohres;56;0;3;12;10;5;3;5;2;1;1;0;0;0;1;1;1;1;4;5;1;0,00;0,0536;0,2143;0,1786;0,0893;0,0536;0,0893;0,0357;0,0179;0,0179;0,00;0,00;0,00;0,0179;0,0179;0,0179;0,0179;0,0714;0,0893;0,0179
5-189;Andere Operationen am äußeren Ohr;504;0;1;11;13;21;30;57;26;55;46;49;49;50;29;18;27;15;5;1;1;0,00;0,002;0,0218;0,0258;0,0417;0,0595;0,1131;0,0516;0,1091;0,0913;0,0972;0,0972;0,0992;0,0575;0,0357;0,0536;0,0298;0,0099;0,002;0,002
5-192;Revision einer Stapedektomie;82;0;0;0;0;0;3;3;4;7;9;14;8;12;13;6;3;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,0366;0,0366;0,0488;0,0854;0,1098;0,1707;0,0976;0,1463;0,1585;0,0732;0,0366;0,00;0,00;0,00;0,00
5-193;Andere Operationen an den Gehörknöchelchen;14;0;0;0;0;0;1;0;1;1;1;2;2;3;0;2;0;1;0;0;0;0,00;0,00;0,00;0,00;0,00;0,0714;0,00;0,0714;0,0714;0,0714;0,1429;0,1429;0,2143;0,00;0,1429;0,00;0,0714;0,00;0,00;0,00
5-194;Myringoplastik [Tympanoplastik Typ I];693;0;12;74;48;40;44;32;44;44;39;49;59;60;36;42;35;25;7;2;1;0,00;0,0173;0,1068;0,0693;0,0577;0,0635;0,0462;0,0635;0,0635;0,0563;0,0707;0,0851;0,0866;0,0519;0,0606;0,0505;0,0361;0,0101;0,0029;0,0014
5-195;Tympanoplastik (Verschluss einer Trommelfellperforation und Rekonstruktion der Gehörknöchelchen);3591;0;18;165;205;221;211;225;214;222;250;346;358;340;247;182;205;134;34;13;1;0,00;0,005;0,0459;0,0571;0,0615;0,0588;0,0627;0,0596;0,0618;0,0696;0,0964;0,0997;0,0947;0,0688;0,0507;0,0571;0,0373;0,0095;0,0036;0,0003
5-197;Stapesplastik;435;0;0;1;3;5;7;17;29;50;69;71;72;42;29;16;11;10;2;1;0;0,00;0,00;0,0023;0,0069;0,0115;0,0161;0,0391;0,0667;0,1149;0,1586;0,1632;0,1655;0,0966;0,0667;0,0368;0,0253;0,023;0,0046;0,0023;0,00
5-198;Fensterungsoperation des Promotoriums;82;0;0;0;2;3;2;4;5;5;16;17;13;6;5;2;2;0;0;0;0;0,00;0,00;0,00;0,0244;0,0366;0,0244;0,0488;0,061;0,061;0,1951;0,2073;0,1585;0,0732;0,061;0,0244;0,0244;0,00;0,00;0,00;0,00
5-199;Andere mikrochirurgische Operationen am Mittelohr;63;0;24;10;3;1;3;3;0;1;1;3;2;4;4;2;2;0;0;0;0;0,00;0,381;0,1587;0,0476;0,0159;0,0476;0,0476;0,00;0,0159;0,0159;0,0476;0,0317;0,0635;0,0635;0,0317;0,0317;0,00;0,00;0,00;0,00
5-200;Parazentese [Myringotomie];7823;41;4944;1994;166;50;34;45;63;61;66;53;69;59;53;41;38;30;11;4;1;0,0052;0,632;0,2549;0,0212;0,0064;0,0043;0,0058;0,0081;0,0078;0,0084;0,0068;0,0088;0,0075;0,0068;0,0052;0,0049;0,0038;0,0014;0,0005;0,0001
5-201;Entfernung einer Paukendrainage;112;1;40;48;4;1;0;0;1;3;2;2;1;3;2;1;1;2;0;0;0;0,0089;0,3571;0,4286;0,0357;0,0089;0,00;0,00;0,0089;0,0268;0,0179;0,0179;0,0089;0,0268;0,0179;0,0089;0,0089;0,0179;0,00;0,00;0,00
5-202;Inzision an Warzenfortsatz und Mittelohr;438;0;118;66;16;14;18;12;12;17;19;22;29;31;21;11;17;10;4;1;0;0,00;0,2694;0,1507;0,0365;0,032;0,0411;0,0274;0,0274;0,0388;0,0434;0,0502;0,0662;0,0708;0,0479;0,0251;0,0388;0,0228;0,0091;0,0023;0,00
5-203;Mastoidektomie;378;0;3;16;22;22;19;15;21;15;28;31;35;35;26;27;25;26;7;5;0;0,00;0,0079;0,0423;0,0582;0,0582;0,0503;0,0397;0,0556;0,0397;0,0741;0,082;0,0926;0,0926;0,0688;0,0714;0,0661;0,0688;0,0185;0,0132;0,00
5-204;Rekonstruktion des Mittelohres;686;0;1;20;35;37;49;44;36;44;41;85;73;63;48;33;30;32;13;1;1;0,00;0,0015;0,0292;0,051;0,0539;0,0714;0,0641;0,0525;0,0641;0,0598;0,1239;0,1064;0,0918;0,07;0,0481;0,0437;0,0466;0,019;0,0015;0,0015
5-205;Andere Exzisionen an Mittel- und Innenohr;444;0;5;20;27;22;18;23;12;28;37;53;36;34;41;33;29;19;6;1;0;0,00;0,0113;0,045;0,0608;0,0495;0,0405;0,0518;0,027;0,0631;0,0833;0,1194;0,0811;0,0766;0,0923;0,0743;0,0653;0,0428;0,0135;0,0023;0,00
5-208;Inzision [Eröffnung] und Destruktion [Ausschaltung] des Innenohres;18;0;0;0;0;1;0;0;2;1;2;2;1;2;0;4;2;0;1;0;0;0,00;0,00;0,00;0,00;0,0556;0,00;0,00;0,1111;0,0556;0,1111;0,1111;0,0556;0,1111;0,00;0,2222;0,1111;0,00;0,0556;0,00;0,00
5-209;Andere Operationen am Mittel- und Innenohr;266;0;2;7;12;8;12;17;18;11;12;30;35;30;22;21;16;6;7;0;0;0,00;0,0075;0,0263;0,0451;0,0301;0,0451;0,0639;0,0677;0,0414;0,0451;0,1128;0,1316;0,1128;0,0827;0,0789;0,0602;0,0226;0,0263;0,00;0,00
5-210;Operative Behandlung einer Nasenblutung;1442;0;18;24;42;120;178;138;122;97;84;128;119;98;55;41;55;49;39;26;9;0,00;0,0125;0,0166;0,0291;0,0832;0,1234;0,0957;0,0846;0,0673;0,0583;0,0888;0,0825;0,068;0,0381;0,0284;0,0381;0,034;0,027;0,018;0,0062
5-211;Inzision der Nase;548;0;2;2;9;60;70;55;50;59;45;57;44;43;16;10;12;9;4;1;0;0,00;0,0036;0,0036;0,0164;0,1095;0,1277;0,1004;0,0912;0,1077;0,0821;0,104;0,0803;0,0785;0,0292;0,0182;0,0219;0,0164;0,0073;0,0018;0,00
5-212;Exzision und Destruktion von erkranktem Gewebe der Nase;1347;0;0;10;30;73;90;94;85;99;115;130;115;89;83;72;83;83;49;31;16;0,00;0,00;0,0074;0,0223;0,0542;0,0668;0,0698;0,0631;0,0735;0,0854;0,0965;0,0854;0,0661;0,0616;0,0535;0,0616;0,0616;0,0364;0,023;0,0119
5-213;Resektion der Nase;71;0;0;0;0;1;2;1;1;1;0;2;3;9;3;5;14;12;7;6;4;0,00;0,00;0,00;0,00;0,0141;0,0282;0,0141;0,0141;0,0141;0,00;0,0282;0,0423;0,1268;0,0423;0,0704;0,1972;0,169;0,0986;0,0845;0,0563
5-214;Submuköse Resektion und plastische Rekonstruktion des Nasenseptums;42629;1;2;33;226;3370;5950;5891;5197;4234;4123;4293;3549;2465;1525;821;588;278;68;13;2;0,00;0,00;0,0008;0,0053;0,0791;0,1396;0,1382;0,1219;0,0993;0,0967;0,1007;0,0833;0,0578;0,0358;0,0193;0,0138;0,0065;0,0016;0,0003;0,00
5-215;Operationen an der unteren Nasenmuschel [Concha nasalis];56702;1;359;492;820;4526;7689;7367;6546;5382;5338;5670;4653;3252;2062;1145;844;440;101;11;4;0,00;0,0063;0,0087;0,0145;0,0798;0,1356;0,1299;0,1154;0,0949;0,0941;0,10;0,0821;0,0574;0,0364;0,0202;0,0149;0,0078;0,0018;0,0002;0,0001
5-216;Reposition einer Nasenfraktur;700;0;3;16;47;124;119;77;49;37;35;36;29;29;25;19;22;18;7;6;2;0,00;0,0043;0,0229;0,0671;0,1771;0,17;0,11;0,07;0,0529;0,05;0,0514;0,0414;0,0414;0,0357;0,0271;0,0314;0,0257;0,01;0,0086;0,0029
5-217;Plastische Rekonstruktion der äußeren Nase;1018;1;0;0;2;84;183;157;105;78;75;83;57;55;28;20;30;25;18;11;6;0,001;0,00;0,00;0,002;0,0825;0,1798;0,1542;0,1031;0,0766;0,0737;0,0815;0,056;0,054;0,0275;0,0196;0,0295;0,0246;0,0177;0,0108;0,0059
5-218;Plastische Rekonstruktion der inneren und äußeren Nase [Septorhinoplastik];3774;13;0;1;5;403;713;592;464;359;328;319;246;144;87;38;36;17;5;3;1;0,0034;0,00;0,0003;0,0013;0,1068;0,1889;0,1569;0,1229;0,0951;0,0869;0,0845;0,0652;0,0382;0,0231;0,0101;0,0095;0,0045;0,0013;0,0008;0,0003
5-219;Andere Operationen an der Nase;62;0;0;2;4;4;7;10;6;4;2;5;6;6;2;3;0;0;1;0;0;0,00;0,00;0,0323;0,0645;0,0645;0,1129;0,1613;0,0968;0,0645;0,0323;0,0806;0,0968;0,0968;0,0323;0,0484;0,00;0,00;0,0161;0,00;0,00
5-220;Nasennebenhöhlenpunktion;179;0;1;1;1;10;23;13;17;17;17;19;13;15;11;4;7;8;0;2;0;0,00;0,0056;0,0056;0,0056;0,0559;0,1285;0,0726;0,095;0,095;0,095;0,1061;0,0726;0,0838;0,0615;0,0223;0,0391;0,0447;0,00;0,0112;0,00
