viersteller;vierstellername;Anzahl HA;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
5-074;Exzision und Resektion von erkranktem Gewebe des Corpus pineale;20;0;0;2;0;0;3;6;2;1;3;0;1;1;0;1;0;0;0;0;0;0,00;0,00;0,10;0,00;0,00;0,15;0,30;0,10;0,05;0,15;0,00;0,05;0,05;0,00;0,05;0,00;0,00;0,00;0,00;0,00
5-075;Exzision und Resektion von erkranktem Gewebe der Hypophyse;2754;0;6;19;19;46;77;94;122;144;202;270;333;291;263;251;285;231;96;4;1;0,00;0,0022;0,0069;0,0069;0,0167;0,028;0,0341;0,0443;0,0523;0,0733;0,098;0,1209;0,1057;0,0955;0,0911;0,1035;0,0839;0,0349;0,0015;0,0004
5-076;Andere Operationen an der Hypophyse;32;0;0;0;0;0;0;1;1;1;3;7;1;2;4;1;6;4;1;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,0313;0,0313;0,0313;0,0938;0,2188;0,0313;0,0625;0,125;0,0313;0,1875;0,125;0,0313;0,00;0,00
5-077;Exzision und Resektion des Thymus;1744;173;26;7;14;24;49;82;70;67;103;107;129;165;148;150;177;163;77;12;1;0,0992;0,0149;0,004;0,008;0,0138;0,0281;0,047;0,0401;0,0384;0,0591;0,0614;0,074;0,0946;0,0849;0,086;0,1015;0,0935;0,0442;0,0069;0,0006
5-078;Andere Operationen am Thymus;19;0;0;0;0;0;1;0;0;0;1;1;1;2;1;8;2;1;1;0;0;0,00;0,00;0,00;0,00;0,00;0,0526;0,00;0,00;0,00;0,0526;0,0526;0,0526;0,1053;0,0526;0,4211;0,1053;0,0526;0,0526;0,00;0,00
5-079;Operationen an anderen endokrinen Drüsen;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,25;0,00;0,00;0,00
5-080;Inzision der Tränendrüse;19;2;0;0;1;0;0;0;0;1;0;0;2;2;0;0;2;5;2;1;1;0,1053;0,00;0,00;0,0526;0,00;0,00;0,00;0,00;0,0526;0,00;0,00;0,1053;0,1053;0,00;0,00;0,1053;0,2632;0,1053;0,0526;0,0526
5-081;Exzision von (erkranktem) Gewebe der Tränendrüse;88;0;1;0;0;1;3;2;4;4;7;5;12;8;9;11;4;8;3;4;2;0,00;0,0114;0,00;0,00;0,0114;0,0341;0,0227;0,0455;0,0455;0,0795;0,0568;0,1364;0,0909;0,1023;0,125;0,0455;0,0909;0,0341;0,0455;0,0227
5-082;Andere Operationen an der Tränendrüse;74;0;1;0;0;0;1;0;2;2;3;4;6;4;13;10;7;13;7;1;0;0,00;0,0135;0,00;0,00;0,00;0,0135;0,00;0,027;0,027;0,0405;0,0541;0,0811;0,0541;0,1757;0,1351;0,0946;0,1757;0,0946;0,0135;0,00
5-084;Inzision von Tränensack und sonstigen Tränenwegen;635;6;12;3;6;3;9;9;16;19;20;28;34;31;44;44;83;91;72;69;36;0,0094;0,0189;0,0047;0,0094;0,0047;0,0142;0,0142;0,0252;0,0299;0,0315;0,0441;0,0535;0,0488;0,0693;0,0693;0,1307;0,1433;0,1134;0,1087;0,0567
5-085;Exzision von erkranktem Gewebe an Tränensack und sonstigen Tränenwegen;260;4;5;2;2;3;2;9;4;10;11;11;12;24;21;25;28;36;18;22;11;0,0154;0,0192;0,0077;0,0077;0,0115;0,0077;0,0346;0,0154;0,0385;0,0423;0,0423;0,0462;0,0923;0,0808;0,0962;0,1077;0,1385;0,0692;0,0846;0,0423
5-086;Rekonstruktion des Tränenkanals und Tränenpunktes;3104;58;349;76;39;50;62;66;71;66;102;131;175;160;271;221;369;411;249;133;45;0,0187;0,1124;0,0245;0,0126;0,0161;0,02;0,0213;0,0229;0,0213;0,0329;0,0422;0,0564;0,0515;0,0873;0,0712;0,1189;0,1324;0,0802;0,0428;0,0145
5-087;Dakryozystorhinostomie;2472;7;29;12;12;16;46;62;72;91;107;162;174;198;233;250;359;339;169;109;25;0,0028;0,0117;0,0049;0,0049;0,0065;0,0186;0,0251;0,0291;0,0368;0,0433;0,0655;0,0704;0,0801;0,0943;0,1011;0,1452;0,1371;0,0684;0,0441;0,0101
5-088;Andere Rekonstruktion der Tränenwege;1590;23;60;12;20;27;32;54;60;56;72;113;118;134;142;140;198;196;87;34;12;0,0145;0,0377;0,0075;0,0126;0,017;0,0201;0,034;0,0377;0,0352;0,0453;0,0711;0,0742;0,0843;0,0893;0,0881;0,1245;0,1233;0,0547;0,0214;0,0075
5-089;Andere Operationen an den Tränenwegen;408;4;79;18;8;9;9;11;6;7;11;18;18;19;28;37;42;42;20;19;3;0,0098;0,1936;0,0441;0,0196;0,0221;0,0221;0,027;0,0147;0,0172;0,027;0,0441;0,0441;0,0466;0,0686;0,0907;0,1029;0,1029;0,049;0,0466;0,0074
5-090;Inzision des (erkrankten) Augenlides;660;5;58;41;26;21;23;22;26;18;30;42;45;39;35;29;72;51;38;25;14;0,0076;0,0879;0,0621;0,0394;0,0318;0,0348;0,0333;0,0394;0,0273;0,0455;0,0636;0,0682;0,0591;0,053;0,0439;0,1091;0,0773;0,0576;0,0379;0,0212
5-091;Exzision und Destruktion von (erkranktem) Gewebe des Augenlides;11701;66;188;134;116;71;54;87;93;123;222;389;568;651;845;1023;1863;2289;1521;1023;375;0,0056;0,0161;0,0115;0,0099;0,0061;0,0046;0,0074;0,0079;0,0105;0,019;0,0332;0,0485;0,0556;0,0722;0,0874;0,1592;0,1956;0,13;0,0874;0,032
5-092;Operationen an Kanthus und Epikanthus;3685;24;29;21;14;26;30;40;43;41;72;127;162;195;264;295;510;707;535;378;172;0,0065;0,0079;0,0057;0,0038;0,0071;0,0081;0,0109;0,0117;0,0111;0,0195;0,0345;0,044;0,0529;0,0716;0,0801;0,1384;0,1919;0,1452;0,1026;0,0467
5-093;Korrekturoperation bei Entropium und Ektropium;7549;4;15;24;12;26;34;21;23;33;62;120;177;231;424;583;1222;1733;1389;1021;395;0,0005;0,002;0,0032;0,0016;0,0034;0,0045;0,0028;0,003;0,0044;0,0082;0,0159;0,0234;0,0306;0,0562;0,0772;0,1619;0,2296;0,184;0,1352;0,0523
5-094;Korrekturoperation bei Blepharoptosis;3788;9;89;103;57;78;57;54;49;54;59;123;182;258;350;435;719;655;328;111;18;0,0024;0,0235;0,0272;0,015;0,0206;0,015;0,0143;0,0129;0,0143;0,0156;0,0325;0,048;0,0681;0,0924;0,1148;0,1898;0,1729;0,0866;0,0293;0,0048
5-095;Naht des Augenlides;3870;8;152;128;65;116;126;146;119;108;131;202;220;213;240;253;381;518;342;282;120;0,0021;0,0393;0,0331;0,0168;0,03;0,0326;0,0377;0,0307;0,0279;0,0339;0,0522;0,0568;0,055;0,062;0,0654;0,0984;0,1339;0,0884;0,0729;0,031
5-096;Andere Rekonstruktion der Augenlider;11281;13;40;36;35;40;42;67;64;88;183;345;457;539;773;1044;1858;2461;1626;1125;445;0,0012;0,0035;0,0032;0,0031;0,0035;0,0037;0,0059;0,0057;0,0078;0,0162;0,0306;0,0405;0,0478;0,0685;0,0925;0,1647;0,2182;0,1441;0,0997;0,0394
5-097;Blepharoplastik;5446;0;15;6;17;20;20;19;22;42;107;246;412;576;582;715;992;922;456;210;67;0,00;0,0028;0,0011;0,0031;0,0037;0,0037;0,0035;0,004;0,0077;0,0196;0,0452;0,0757;0,1058;0,1069;0,1313;0,1822;0,1693;0,0837;0,0386;0,0123
5-098;Vertikale Lidverlängerung;512;0;5;1;3;9;10;18;13;38;29;72;66;59;32;41;36;37;21;16;6;0,00;0,0098;0,002;0,0059;0,0176;0,0195;0,0352;0,0254;0,0742;0,0566;0,1406;0,1289;0,1152;0,0625;0,0801;0,0703;0,0723;0,041;0,0313;0,0117
5-099;Andere Operationen am Augenlid;725;3;13;9;8;7;10;17;10;16;20;34;52;66;56;68;95;108;71;43;19;0,0041;0,0179;0,0124;0,011;0,0097;0,0138;0,0234;0,0138;0,0221;0,0276;0,0469;0,0717;0,091;0,0772;0,0938;0,131;0,149;0,0979;0,0593;0,0262
5-10a;Verstärkende Eingriffe an einem geraden Augenmuskel;2198;0;86;546;177;150;111;123;114;112;98;126;120;104;89;78;74;66;15;9;0;0,00;0,0391;0,2484;0,0805;0,0682;0,0505;0,056;0,0519;0,051;0,0446;0,0573;0,0546;0,0473;0,0405;0,0355;0,0337;0,03;0,0068;0,0041;0,00
5-10b;Schwächende Eingriffe an einem geraden Augenmuskel;2659;1;118;701;186;144;126;131;120;97;111;161;166;136;136;107;116;76;13;13;0;0,0004;0,0444;0,2636;0,07;0,0542;0,0474;0,0493;0,0451;0,0365;0,0417;0,0605;0,0624;0,0511;0,0511;0,0402;0,0436;0,0286;0,0049;0,0049;0,00
5-10c;Chirurgie der Abrollstrecke (Faden-Operation, Myopexie);212;0;12;109;11;13;9;11;6;7;2;8;7;5;3;6;3;0;0;0;0;0,00;0,0566;0,5142;0,0519;0,0613;0,0425;0,0519;0,0283;0,033;0,0094;0,0377;0,033;0,0236;0,0142;0,0283;0,0142;0,00;0,00;0,00;0,00
5-10d;Transposition eines geraden Augenmuskels;145;0;4;8;8;5;7;6;7;10;8;9;7;16;14;9;16;8;2;1;0;0,00;0,0276;0,0552;0,0552;0,0345;0,0483;0,0414;0,0483;0,069;0,0552;0,0621;0,0483;0,1103;0,0966;0,0621;0,1103;0,0552;0,0138;0,0069;0,00
5-10e;Andere Operationen an den geraden Augenmuskeln;1529;2;19;100;70;73;71;72;85;78;83;146;145;112;117;92;104;103;36;21;0;0,0013;0,0124;0,0654;0,0458;0,0477;0,0464;0,0471;0,0556;0,051;0,0543;0,0955;0,0948;0,0733;0,0765;0,0602;0,068;0,0674;0,0235;0,0137;0,00
5-10f;Verstärkende Eingriffe an einem schrägen Augenmuskel;203;0;5;16;14;8;10;13;17;4;16;14;22;15;11;12;8;15;3;0;0;0,00;0,0246;0,0788;0,069;0,0394;0,0493;0,064;0,0837;0,0197;0,0788;0,069;0,1084;0,0739;0,0542;0,0591;0,0394;0,0739;0,0148;0,00;0,00
5-10g;Schwächende Eingriffe an einem schrägen Augenmuskel;954;0;66;283;71;42;39;47;34;29;44;63;65;45;31;27;30;27;10;1;0;0,00;0,0692;0,2966;0,0744;0,044;0,0409;0,0493;0,0356;0,0304;0,0461;0,066;0,0681;0,0472;0,0325;0,0283;0,0314;0,0283;0,0105;0,001;0,00
5-10h;Transposition eines schrägen Augenmuskels;55;0;1;9;5;8;3;6;5;3;3;2;6;1;3;0;0;0;0;0;0;0,00;0,0182;0,1636;0,0909;0,1455;0,0545;0,1091;0,0909;0,0545;0,0545;0,0364;0,1091;0,0182;0,0545;0,00;0,00;0,00;0,00;0,00;0,00
5-10j;Andere Operationen an den schrägen Augenmuskeln;561;0;8;19;9;13;10;8;14;16;29;31;48;65;68;65;55;69;25;9;0;0,00;0,0143;0,0339;0,016;0,0232;0,0178;0,0143;0,025;0,0285;0,0517;0,0553;0,0856;0,1159;0,1212;0,1159;0,098;0,123;0,0446;0,016;0,00
5-10k;Kombinierte Operationen an den Augenmuskeln;6638;4;413;1978;523;376;331;344;304;274;281;357;342;283;229;166;203;166;44;19;1;0,0006;0,0622;0,298;0,0788;0,0566;0,0499;0,0518;0,0458;0,0413;0,0423;0,0538;0,0515;0,0426;0,0345;0,025;0,0306;0,025;0,0066;0,0029;0,0002
5-10m;Andere Operationen an den Augenmuskeln;31;0;1;2;1;0;0;2;3;3;3;3;3;4;2;0;1;2;1;0;0;0,00;0,0323;0,0645;0,0323;0,00;0,00;0,0645;0,0968;0,0968;0,0968;0,0968;0,0968;0,129;0,0645;0,00;0,0323;0,0645;0,0323;0,00;0,00
5-110;Operative Entfernung eines Fremdkörpers aus der Konjunktiva;193;0;9;8;14;7;14;11;14;12;13;19;9;12;13;10;13;10;3;1;1;0,00;0,0466;0,0415;0,0725;0,0363;0,0725;0,057;0,0725;0,0622;0,0674;0,0984;0,0466;0,0622;0,0674;0,0518;0,0674;0,0518;0,0155;0,0052;0,0052
5-112;Exzision und Destruktion von (erkranktem) Gewebe der Konjunktiva;2126;6;18;40;40;37;30;55;46;61;97;124;180;154;197;194;290;262;183;85;27;0,0028;0,0085;0,0188;0,0188;0,0174;0,0141;0,0259;0,0216;0,0287;0,0456;0,0583;0,0847;0,0724;0,0927;0,0913;0,1364;0,1232;0,0861;0,04;0,0127
5-113;Konjunktivaplastik;1072;1;5;8;15;11;10;21;22;36;43;73;87;83;101;103;153;137;91;61;11;0,0009;0,0047;0,0075;0,014;0,0103;0,0093;0,0196;0,0205;0,0336;0,0401;0,0681;0,0812;0,0774;0,0942;0,0961;0,1427;0,1278;0,0849;0,0569;0,0103
5-114;Lösung von Adhäsionen zwischen Konjunktiva und Augenlid;280;2;5;2;5;2;10;13;8;6;17;20;23;21;19;25;29;33;20;17;3;0,0071;0,0179;0,0071;0,0179;0,0071;0,0357;0,0464;0,0286;0,0214;0,0607;0,0714;0,0821;0,075;0,0679;0,0893;0,1036;0,1179;0,0714;0,0607;0,0107
5-115;Naht der Konjunktiva;4227;0;31;68;61;51;85;104;97;103;161;248;340;312;418;366;556;565;351;234;76;0,00;0,0073;0,0161;0,0144;0,0121;0,0201;0,0246;0,0229;0,0244;0,0381;0,0587;0,0804;0,0738;0,0989;0,0866;0,1315;0,1337;0,083;0,0554;0,018
5-119;Andere Operationen an der Konjunktiva;346;1;2;3;5;3;5;8;9;3;14;25;36;28;26;25;50;50;33;11;9;0,0029;0,0058;0,0087;0,0145;0,0087;0,0145;0,0231;0,026;0,0087;0,0405;0,0723;0,104;0,0809;0,0751;0,0723;0,1445;0,1445;0,0954;0,0318;0,026
5-120;Operative Entfernung eines Fremdkörpers aus der Kornea;453;9;106;76;7;14;23;24;31;18;19;33;22;20;15;2;14;10;6;4;0;0,0199;0,234;0,1678;0,0155;0,0309;0,0508;0,053;0,0684;0,0397;0,0419;0,0728;0,0486;0,0442;0,0331;0,0044;0,0309;0,0221;0,0132;0,0088;0,00
5-121;Inzision der Kornea;173;0;0;3;1;2;3;1;9;2;6;9;7;12;12;13;31;32;18;10;2;0,00;0,00;0,0173;0,0058;0,0116;0,0173;0,0058;0,052;0,0116;0,0347;0,052;0,0405;0,0694;0,0694;0,0751;0,1792;0,185;0,104;0,0578;0,0116
5-122;Operationen bei Pterygium;2304;0;1;0;3;5;11;35;92;94;146;235;292;270;260;189;334;217;88;24;8;0,00;0,0004;0,00;0,0013;0,0022;0,0048;0,0152;0,0399;0,0408;0,0634;0,102;0,1267;0,1172;0,1128;0,082;0,145;0,0942;0,0382;0,0104;0,0035
5-123;Exzision und Destruktion von (erkranktem) Gewebe der Kornea;4341;11;20;41;28;47;97;101;146;175;196;305;386;343;401;339;464;583;344;219;95;0,0025;0,0046;0,0094;0,0065;0,0108;0,0223;0,0233;0,0336;0,0403;0,0452;0,0703;0,0889;0,079;0,0924;0,0781;0,1069;0,1343;0,0792;0,0504;0,0219
5-124;Naht der Kornea;3653;24;35;73;33;50;100;105;90;98;145;186;250;230;298;268;455;534;356;228;95;0,0066;0,0096;0,02;0,009;0,0137;0,0274;0,0287;0,0246;0,0268;0,0397;0,0509;0,0684;0,063;0,0816;0,0734;0,1246;0,1462;0,0975;0,0624;0,026
5-125;Hornhauttransplantation und Keratoprothetik;6177;6;6;9;9;44;81;132;102;117;176;241;347;411;544;650;1129;1129;615;342;87;0,001;0,001;0,0015;0,0015;0,0071;0,0131;0,0214;0,0165;0,0189;0,0285;0,039;0,0562;0,0665;0,0881;0,1052;0,1828;0,1828;0,0996;0,0554;0,0141
5-126;Refraktive Keratoplastik und andere Rekonstruktion der Kornea;288;0;1;1;0;1;2;4;3;4;9;9;21;17;29;24;47;56;35;21;4;0,00;0,0035;0,0035;0,00;0,0035;0,0069;0,0139;0,0104;0,0139;0,0313;0,0313;0,0729;0,059;0,1007;0,0833;0,1632;0,1944;0,1215;0,0729;0,0139
5-129;Andere Operationen an der Kornea;5748;52;53;46;35;65;97;96;105;115;192;267;374;357;430;426;745;853;675;551;214;0,009;0,0092;0,008;0,0061;0,0113;0,0169;0,0167;0,0183;0,02;0,0334;0,0465;0,0651;0,0621;0,0748;0,0741;0,1296;0,1484;0,1174;0,0959;0,0372
5-130;Operative Entfernung eines Fremdkörpers aus der vorderen Augenkammer;102;1;2;0;0;4;4;6;8;4;6;9;11;8;6;6;12;8;5;2;0;0,0098;0,0196;0,00;0,00;0,0392;0,0392;0,0588;0,0784;0,0392;0,0588;0,0882;0,1078;0,0784;0,0588;0,0588;0,1176;0,0784;0,049;0,0196;0,00
5-131;Senkung des Augeninnendruckes durch filtrierende Operationen;14760;52;52;54;51;49;58;59;118;118;252;507;763;1027;1467;1713;3005;3225;1446;640;104;0,0035;0,0035;0,0037;0,0035;0,0033;0,0039;0,004;0,008;0,008;0,0171;0,0343;0,0517;0,0696;0,0994;0,1161;0,2036;0,2185;0,098;0,0434;0,007
5-132;Senkung des Augeninnendruckes durch Operationen am Corpus ciliare;10630;33;35;41;55;50;61;85;88;111;184;356;532;688;872;933;1632;2076;1489;976;333;0,0031;0,0033;0,0039;0,0052;0,0047;0,0057;0,008;0,0083;0,0104;0,0173;0,0335;0,05;0,0647;0,082;0,0878;0,1535;0,1953;0,1401;0,0918;0,0313
5-133;Senkung des Augeninnendruckes durch Verbesserung der Kammerwasserzirkulation;9223;4;18;10;13;15;40;50;57;88;183;309;390;529;739;921;1775;2019;1236;635;192;0,0004;0,002;0,0011;0,0014;0,0016;0,0043;0,0054;0,0062;0,0095;0,0198;0,0335;0,0423;0,0574;0,0801;0,0999;0,1925;0,2189;0,134;0,0688;0,0208
5-134;Senkung des Augeninnendruckes durch nicht filtrierende Operationen;2589;3;4;2;12;4;6;8;19;15;33;82;141;219;281;358;532;533;207;117;13;0,0012;0,0015;0,0008;0,0046;0,0015;0,0023;0,0031;0,0073;0,0058;0,0127;0,0317;0,0545;0,0846;0,1085;0,1383;0,2055;0,2059;0,08;0,0452;0,005
5-135;Exzision und Destruktion von erkranktem Gewebe an Iris, Corpus ciliare und Sklera;343;3;2;2;4;4;4;3;11;11;9;11;24;22;33;29;46;52;46;18;9;0,0087;0,0058;0,0058;0,0117;0,0117;0,0117;0,0087;0,0321;0,0321;0,0262;0,0321;0,07;0,0641;0,0962;0,0845;0,1341;0,1516;0,1341;0,0525;0,0262
5-136;Andere Iridektomie und Iridotomie;2305;4;3;6;8;14;13;19;38;42;55;93;141;193;246;284;414;369;195;116;52;0,0017;0,0013;0,0026;0,0035;0,0061;0,0056;0,0082;0,0165;0,0182;0,0239;0,0403;0,0612;0,0837;0,1067;0,1232;0,1796;0,1601;0,0846;0,0503;0,0226
5-137;Andere Operationen an der Iris;10267;60;60;70;47;55;84;118;136;162;205;364;546;687;863;919;1627;1945;1249;755;315;0,0058;0,0058;0,0068;0,0046;0,0054;0,0082;0,0115;0,0132;0,0158;0,02;0,0355;0,0532;0,0669;0,0841;0,0895;0,1585;0,1894;0,1217;0,0735;0,0307
5-138;Operationen an der Sklera;2556;3;9;24;27;32;69;59;67;89;90;147;178;162;230;194;339;381;236;157;63;0,0012;0,0035;0,0094;0,0106;0,0125;0,027;0,0231;0,0262;0,0348;0,0352;0,0575;0,0696;0,0634;0,09;0,0759;0,1326;0,1491;0,0923;0,0614;0,0246
5-139;Andere Operationen an Sklera, vorderer Augenkammer, Iris und Corpus ciliare;30080;36;69;112;95;132;240;319;347;426;641;1121;1703;2170;2685;3110;4785;5630;3653;2105;701;0,0012;0,0023;0,0037;0,0032;0,0044;0,008;0,0106;0,0115;0,0142;0,0213;0,0373;0,0566;0,0721;0,0893;0,1034;0,1591;0,1872;0,1214;0,07;0,0233
5-140;Entfernung eines Fremdkörpers aus der Augenlinse;20;0;0;0;1;1;3;1;0;1;1;2;4;0;3;1;1;0;1;0;0;0,00;0,00;0,00;0,05;0,05;0,15;0,05;0,00;0,05;0,05;0,10;0,20;0,00;0,15;0,05;0,05;0,00;0,05;0,00;0,00
5-142;Kapsulotomie der Linse;5850;65;78;57;28;31;32;53;54;62;89;176;281;390;503;710;1099;1109;625;318;90;0,0111;0,0133;0,0097;0,0048;0,0053;0,0055;0,0091;0,0092;0,0106;0,0152;0,0301;0,048;0,0667;0,086;0,1214;0,1879;0,1896;0,1068;0,0544;0,0154
5-143;Intrakapsuläre Extraktion der Linse;589;13;11;7;3;5;5;13;8;9;14;24;28;38;48;61;78;102;59;45;18;0,0221;0,0187;0,0119;0,0051;0,0085;0,0085;0,0221;0,0136;0,0153;0,0238;0,0407;0,0475;0,0645;0,0815;0,1036;0,1324;0,1732;0,1002;0,0764;0,0306
5-144;Extrakapsuläre Extraktion der Linse [ECCE];96493;81;122;114;100;103;175;262;282;420;726;1544;3047;4591;7429;9944;18376;23140;15198;8445;2394;0,0008;0,0013;0,0012;0,001;0,0011;0,0018;0,0027;0,0029;0,0044;0,0075;0,016;0,0316;0,0476;0,077;0,1031;0,1904;0,2398;0,1575;0,0875;0,0248
5-145;Andere Linsenextraktionen;2010;85;43;13;8;11;17;26;25;23;29;64;72;105;128;170;294;340;277;190;90;0,0423;0,0214;0,0065;0,004;0,0055;0,0085;0,0129;0,0124;0,0114;0,0144;0,0318;0,0358;0,0522;0,0637;0,0846;0,1463;0,1692;0,1378;0,0945;0,0448
5-146;(Sekundäre) Einführung und Wechsel einer alloplastischen Linse;3471;3;36;26;25;24;34;47;32;42;65;87;142;166;231;305;528;720;482;371;105;0,0009;0,0104;0,0075;0,0072;0,0069;0,0098;0,0135;0,0092;0,0121;0,0187;0,0251;0,0409;0,0478;0,0666;0,0879;0,1521;0,2074;0,1389;0,1069;0,0303
5-147;Revision und Entfernung einer alloplastischen Linse;2081;3;4;13;13;11;11;24;35;34;38;83;115;140;163;206;336;369;268;157;58;0,0014;0,0019;0,0062;0,0062;0,0053;0,0053;0,0115;0,0168;0,0163;0,0183;0,0399;0,0553;0,0673;0,0783;0,099;0,1615;0,1773;0,1288;0,0754;0,0279
5-149;Andere Operationen an der Linse;7198;3;8;7;6;12;21;36;34;33;72;135;230;361;499;739;1314;1742;1139;603;204;0,0004;0,0011;0,001;0,0008;0,0017;0,0029;0,005;0,0047;0,0046;0,01;0,0188;0,032;0,0502;0,0693;0,1027;0,1826;0,242;0,1582;0,0838;0,0283
5-150;Entfernung eines Fremdkörpers aus dem hinteren Augenabschnitt;149;0;0;1;1;3;16;11;13;17;15;12;13;7;5;7;10;9;4;5;0;0,00;0,00;0,0067;0,0067;0,0201;0,1074;0,0738;0,0872;0,1141;0,1007;0,0805;0,0872;0,047;0,0336;0,047;0,0671;0,0604;0,0268;0,0336;0,00
5-152;Fixation der Netzhaut durch eindellende Operationen;6437;9;7;9;36;70;105;132;122;151;264;499;797;951;955;759;648;504;281;121;17;0,0014;0,0011;0,0014;0,0056;0,0109;0,0163;0,0205;0,019;0,0235;0,041;0,0775;0,1238;0,1477;0,1484;0,1179;0,1007;0,0783;0,0437;0,0188;0,0026
5-153;Revision, Wechsel und Entfernung einer Cerclage oder Plombe, die zur Fixation der Netzhaut angelegt wurde;576;1;1;0;2;6;10;13;15;19;27;46;82;87;75;62;47;46;27;10;0;0,0017;0,0017;0,00;0,0035;0,0104;0,0174;0,0226;0,026;0,033;0,0469;0,0799;0,1424;0,151;0,1302;0,1076;0,0816;0,0799;0,0469;0,0174;0,00
5-154;Andere Operationen zur Fixation der Netzhaut;48607;53;60;86;175;249;506;553;691;811;1333;2775;4659;5870;6899;5977;6969;5830;3176;1507;428;0,0011;0,0012;0,0018;0,0036;0,0051;0,0104;0,0114;0,0142;0,0167;0,0274;0,0571;0,0959;0,1208;0,1419;0,123;0,1434;0,1199;0,0653;0,031;0,0088
5-155;Destruktion von erkranktem Gewebe an Retina und Choroidea;16111;181;51;37;54;51;152;258;311;327;493;816;1417;1728;2092;1897;2120;2125;1155;648;198;0,0112;0,0032;0,0023;0,0034;0,0032;0,0094;0,016;0,0193;0,0203;0,0306;0,0506;0,088;0,1073;0,1298;0,1177;0,1316;0,1319;0,0717;0,0402;0,0123
5-156;Andere Operationen an der Retina;35200;77;51;63;59;83;185;241;313;328;544;1061;1699;2235;3100;3498;5603;6845;4870;3201;1144;0,0022;0,0014;0,0018;0,0017;0,0024;0,0053;0,0068;0,0089;0,0093;0,0155;0,0301;0,0483;0,0635;0,0881;0,0994;0,1592;0,1945;0,1384;0,0909;0,0325
5-157;Andere Operationen an der Choroidea;1503;0;2;8;5;13;23;31;12;36;52;84;119;151;191;137;172;194;151;95;27;0,00;0,0013;0,0053;0,0033;0,0086;0,0153;0,0206;0,008;0,024;0,0346;0,0559;0,0792;0,1005;0,1271;0,0912;0,1144;0,1291;0,1005;0,0632;0,018
5-158;Pars-plana-Vitrektomie;59831;78;79;113;156;216;438;583;721;824;1256;2403;4004;5348;7163;7699;10676;9880;4970;2525;699;0,0013;0,0013;0,0019;0,0026;0,0036;0,0073;0,0097;0,0121;0,0138;0,021;0,0402;0,0669;0,0894;0,1197;0,1287;0,1784;0,1651;0,0831;0,0422;0,0117
5-159;Vitrektomie über anderen Zugang und andere Operationen am Corpus vitreum;27976;98;119;94;71;87;165;232;259;331;539;1014;1678;2210;3136;3448;5020;4920;2678;1434;443;0,0035;0,0043;0,0034;0,0025;0,0031;0,0059;0,0083;0,0093;0,0118;0,0193;0,0362;0,06;0,079;0,1121;0,1232;0,1794;0,1759;0,0957;0,0513;0,0158
5-160;Orbitotomie;4176;12;65;42;65;82;82;99;113;111;146;249;306;291;322;394;544;596;379;211;67;0,0029;0,0156;0,0101;0,0156;0,0196;0,0196;0,0237;0,0271;0,0266;0,035;0,0596;0,0733;0,0697;0,0771;0,0943;0,1303;0,1427;0,0908;0,0505;0,016
5-161;Entfernung eines Fremdkörpers aus Orbita und Augapfel, n.n.bez.;219;0;5;8;2;13;10;18;20;15;15;19;14;17;16;8;12;16;6;3;2;0,00;0,0228;0,0365;0,0091;0,0594;0,0457;0,0822;0,0913;0,0685;0,0685;0,0868;0,0639;0,0776;0,0731;0,0365;0,0548;0,0731;0,0274;0,0137;0,0091
5-162;Entfernung des Augeninhaltes [Eviszeration];209;0;1;1;0;0;6;2;6;4;11;13;7;12;18;10;27;28;26;25;12;0,00;0,0048;0,0048;0,00;0,00;0,0287;0,0096;0,0287;0,0191;0,0526;0,0622;0,0335;0,0574;0,0861;0,0478;0,1292;0,134;0,1244;0,1196;0,0574
5-163;Entfernung des Augapfels [Enukleation];1100;10;46;5;3;12;21;24;28;22;56;64;71;75;85;87;126;131;109;89;36;0,0091;0,0418;0,0045;0,0027;0,0109;0,0191;0,0218;0,0255;0,02;0,0509;0,0582;0,0645;0,0682;0,0773;0,0791;0,1145;0,1191;0,0991;0,0809;0,0327
