kategorie;kategoriename;Anzahl HA;VwdMw;stdVwd;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
F07;Persönlichkeits- und Verhaltensstörung aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns;1291;9,708;17,7536;3;7;30;72;86;61;42;36;25;47;57;77;83;81;91;138;149;104;71;31;0,0023;0,0054;0,0232;0,0558;0,0666;0,0473;0,0325;0,0279;0,0194;0,0364;0,0442;0,0596;0,0643;0,0627;0,0705;0,1069;0,1154;0,0806;0,055;0,024
F09;Nicht näher bezeichnete organische oder symptomatische psychische Störung;176;6,875;6,8674;0;0;2;4;0;1;2;2;2;3;3;2;11;9;10;27;37;23;29;9;0,00;0,00;0,0114;0,0227;0,00;0,0057;0,0114;0,0114;0,0114;0,017;0,017;0,0114;0,0625;0,0511;0,0568;0,1534;0,2102;0,1307;0,1648;0,0511
F10;Psychische und Verhaltensstörungen durch Alkohol;142997;3,1413;3,9055;2;5;3;2968;19057;10606;8050;8580;9841;12282;17523;18646;13922;9256;5062;3715;2306;835;253;85;0,00;0,00;0,00;0,0208;0,1333;0,0742;0,0563;0,06;0,0688;0,0859;0,1225;0,1304;0,0974;0,0647;0,0354;0,026;0,0161;0,0058;0,0018;0,0006
F11;Psychische und Verhaltensstörungen durch Opioide;5012;6,827;7,0011;4;2;0;12;88;271;620;906;802;600;503;336;221;123;82;100;119;109;76;38;0,0008;0,0004;0,00;0,0024;0,0176;0,0541;0,1237;0,1808;0,16;0,1197;0,1004;0,067;0,0441;0,0245;0,0164;0,02;0,0237;0,0217;0,0152;0,0076
F12;Psychische und Verhaltensstörungen durch Cannabinoide;3457;3,4281;4,5724;0;1;0;253;1330;777;484;293;138;61;57;37;18;4;2;1;1;0;0;0;0,00;0,0003;0,00;0,0732;0,3847;0,2248;0,14;0,0848;0,0399;0,0176;0,0165;0,0107;0,0052;0,0012;0,0006;0,0003;0,0003;0,00;0,00;0,00
F13;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika;3425;3,078;4,5681;1;10;3;28;162;235;288;303;286;283;338;318;250;176;135;199;162;124;79;45;0,0003;0,0029;0,0009;0,0082;0,0473;0,0686;0,0841;0,0885;0,0835;0,0826;0,0987;0,0928;0,073;0,0514;0,0394;0,0581;0,0473;0,0362;0,0231;0,0131
F14;Psychische und Verhaltensstörungen durch Kokain;646;3,0635;4,0966;1;0;0;0;36;86;148;138;104;64;35;20;10;2;1;1;0;0;0;0;0,0015;0,00;0,00;0,00;0,0557;0,1331;0,2291;0,2136;0,161;0,0991;0,0542;0,031;0,0155;0,0031;0,0015;0,0015;0,00;0,00;0,00;0,00
F15;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein;1971;2,3704;3,9116;0;5;3;54;414;470;438;272;135;82;42;25;10;12;2;0;4;0;1;2;0,00;0,0025;0,0015;0,0274;0,21;0,2385;0,2222;0,138;0,0685;0,0416;0,0213;0,0127;0,0051;0,0061;0,001;0,00;0,002;0,00;0,0005;0,001
F16;Psychische und Verhaltensstörungen durch Halluzinogene;395;1,1949;0,6451;0;1;0;8;117;93;64;42;20;15;18;10;5;1;0;1;0;0;0;0;0,00;0,0025;0,00;0,0203;0,2962;0,2354;0,162;0,1063;0,0506;0,038;0,0456;0,0253;0,0127;0,0025;0,00;0,0025;0,00;0,00;0,00;0,00
F17;Psychische und Verhaltensstörungen durch Tabak;123;2,5041;3,4744;2;0;0;6;27;11;10;13;5;11;8;6;6;4;3;1;7;1;1;1;0,0163;0,00;0,00;0,0488;0,2195;0,0894;0,0813;0,1057;0,0407;0,0894;0,065;0,0488;0,0488;0,0325;0,0244;0,0081;0,0569;0,0081;0,0081;0,0081
F18;Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel;76;1,5921;1,2562;0;1;0;7;7;8;13;9;8;4;6;5;1;2;1;2;1;0;0;1;0,00;0,0132;0,00;0,0921;0,0921;0,1053;0,1711;0,1184;0,1053;0,0526;0,0789;0,0658;0,0132;0,0263;0,0132;0,0263;0,0132;0,00;0,00;0,0132
F19;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen;11589;2,0227;3,0525;1;1;0;127;1209;1622;1750;1825;1358;1157;981;714;390;166;93;84;60;27;15;9;0,0001;0,0001;0,00;0,011;0,1043;0,14;0,151;0,1575;0,1172;0,0998;0,0846;0,0616;0,0337;0,0143;0,008;0,0072;0,0052;0,0023;0,0013;0,0008
F20;Schizophrenie;1178;3,7479;6,5001;0;0;0;11;45;55;81;93;83;69;129;117;123;105;69;84;58;39;10;7;0,00;0,00;0,00;0,0093;0,0382;0,0467;0,0688;0,0789;0,0705;0,0586;0,1095;0,0993;0,1044;0,0891;0,0586;0,0713;0,0492;0,0331;0,0085;0,0059
F21;Schizotype Störung;26;5,5385;13,1247;0;0;0;0;2;6;1;0;6;0;2;2;0;2;1;2;2;0;0;0;0,00;0,00;0,00;0,00;0,0769;0,2308;0,0385;0,00;0,2308;0,00;0,0769;0,0769;0,00;0,0769;0,0385;0,0769;0,0769;0,00;0,00;0,00
F22;Anhaltende wahnhafte Störungen;615;5,0455;6,2696;0;0;0;0;9;20;17;20;23;23;25;34;37;36;40;56;89;91;57;38;0,00;0,00;0,00;0,00;0,0146;0,0325;0,0276;0,0325;0,0374;0,0374;0,0407;0,0553;0,0602;0,0585;0,065;0,0911;0,1447;0,148;0,0927;0,0618
F23;Akute vorübergehende psychotische Störungen;1011;2,9209;3,8266;0;0;2;11;87;55;65;76;44;69;74;84;69;42;46;65;78;59;55;30;0,00;0,00;0,002;0,0109;0,0861;0,0544;0,0643;0,0752;0,0435;0,0682;0,0732;0,0831;0,0682;0,0415;0,0455;0,0643;0,0772;0,0584;0,0544;0,0297
F24;Induzierte wahnhafte Störung;18;4,2222;4,3326;0;0;0;0;1;1;1;0;1;0;0;1;1;2;1;2;3;1;2;1;0,00;0,00;0,00;0,00;0,0556;0,0556;0,0556;0,00;0,0556;0,00;0,00;0,0556;0,0556;0,1111;0,0556;0,1111;0,1667;0,0556;0,1111;0,0556
F25;Schizoaffektive Störungen;338;4,2249;5,332;0;0;0;2;5;7;9;13;18;24;40;43;44;41;11;34;29;9;8;1;0,00;0,00;0,00;0,0059;0,0148;0,0207;0,0266;0,0385;0,0533;0,071;0,1183;0,1272;0,1302;0,1213;0,0325;0,1006;0,0858;0,0266;0,0237;0,003
F28;Sonstige nichtorganische psychotische Störungen;80;4,575;4,9626;0;0;2;3;6;1;3;0;7;4;2;2;2;7;2;5;12;7;8;7;0,00;0,00;0,025;0,0375;0,075;0,0125;0,0375;0,00;0,0875;0,05;0,025;0,025;0,025;0,0875;0,025;0,0625;0,15;0,0875;0,10;0,0875
F29;Nicht näher bezeichnete nichtorganische Psychose;476;2,8109;3,9717;0;0;1;8;32;40;30;26;29;28;44;35;29;30;20;29;34;33;19;9;0,00;0,00;0,0021;0,0168;0,0672;0,084;0,063;0,0546;0,0609;0,0588;0,0924;0,0735;0,0609;0,063;0,042;0,0609;0,0714;0,0693;0,0399;0,0189
F30;Manische Episode;115;2,6696;2,4876;0;1;1;3;11;8;4;4;7;5;10;9;11;14;3;10;8;3;3;0;0,00;0,0087;0,0087;0,0261;0,0957;0,0696;0,0348;0,0348;0,0609;0,0435;0,087;0,0783;0,0957;0,1217;0,0261;0,087;0,0696;0,0261;0,0261;0,00
F31;Bipolare affektive Störung;483;5,0932;6,8002;0;0;1;2;8;10;14;11;33;21;53;51;44;38;44;51;68;18;14;2;0,00;0,00;0,0021;0,0041;0,0166;0,0207;0,029;0,0228;0,0683;0,0435;0,1097;0,1056;0,0911;0,0787;0,0911;0,1056;0,1408;0,0373;0,029;0,0041
F32;Depressive Episode;11797;6,7456;9,0193;0;0;12;244;527;307;284;334;397;563;765;851;876;762;749;1257;1690;1215;761;203;0,00;0,00;0,001;0,0207;0,0447;0,026;0,0241;0,0283;0,0337;0,0477;0,0648;0,0721;0,0743;0,0646;0,0635;0,1066;0,1433;0,103;0,0645;0,0172
F33;Rezidivierende depressive Störung;2922;6,6708;7,4881;0;0;0;10;60;69;70;90;76;139;243;283;254;192;213;362;406;261;153;41;0,00;0,00;0,00;0,0034;0,0205;0,0236;0,024;0,0308;0,026;0,0476;0,0832;0,0969;0,0869;0,0657;0,0729;0,1239;0,1389;0,0893;0,0524;0,014
F34;Anhaltende affektive Störungen;134;6,1642;5,3875;0;0;1;8;7;0;2;5;6;10;5;5;8;10;13;13;20;12;8;1;0,00;0,00;0,0075;0,0597;0,0522;0,00;0,0149;0,0373;0,0448;0,0746;0,0373;0,0373;0,0597;0,0746;0,097;0,097;0,1493;0,0896;0,0597;0,0075
F38;Andere affektive Störungen;63;3,1111;2,8574;24;10;2;2;0;0;1;2;0;1;4;4;1;0;3;3;2;1;2;1;0,381;0,1587;0,0317;0,0317;0,00;0,00;0,0159;0,0317;0,00;0,0159;0,0635;0,0635;0,0159;0,00;0,0476;0,0476;0,0317;0,0159;0,0317;0,0159
F39;Nicht näher bezeichnete affektive Störung;15;2,7333;2,1865;0;0;1;0;2;4;0;0;0;0;0;2;3;1;0;1;0;1;0;0;0,00;0,00;0,0667;0,00;0,1333;0,2667;0,00;0,00;0,00;0,00;0,00;0,1333;0,20;0,0667;0,00;0,0667;0,00;0,0667;0,00;0,00
F40;Phobische Störungen;1413;7,3001;14,0586;0;1;7;64;76;21;57;59;50;79;97;114;105;108;98;146;158;108;55;10;0,00;0,0007;0,005;0,0453;0,0538;0,0149;0,0403;0,0418;0,0354;0,0559;0,0686;0,0807;0,0743;0,0764;0,0694;0,1033;0,1118;0,0764;0,0389;0,0071
F41;Andere Angststörungen;12298;3,8466;6,0757;0;4;43;301;638;633;737;803;743;841;992;969;882;845;663;901;983;728;426;166;0,00;0,0003;0,0035;0,0245;0,0519;0,0515;0,0599;0,0653;0,0604;0,0684;0,0807;0,0788;0,0717;0,0687;0,0539;0,0733;0,0799;0,0592;0,0346;0,0135
F42;Zwangsstörung;140;14,8071;26,5091;0;1;11;35;24;8;8;7;7;5;6;8;5;6;1;3;1;2;2;0;0,00;0,0071;0,0786;0,25;0,1714;0,0571;0,0571;0,05;0,05;0,0357;0,0429;0,0571;0,0357;0,0429;0,0071;0,0214;0,0071;0,0143;0,0143;0,00
F43;Reaktionen auf schwere Belastungen und Anpassungsstörungen;9394;4,7779;10,6454;73;102;247;944;1256;541;513;507;557;577;699;743;547;405;318;398;443;288;183;53;0,0078;0,0109;0,0263;0,1005;0,1337;0,0576;0,0546;0,054;0,0593;0,0614;0,0744;0,0791;0,0582;0,0431;0,0339;0,0424;0,0472;0,0307;0,0195;0,0056
F44;Dissoziative Störungen [Konversionsstörungen];7277;5,6673;10,4626;1;2;50;411;1068;933;656;628;537;555;702;586;334;241;134;167;127;78;46;21;0,0001;0,0003;0,0069;0,0565;0,1468;0,1282;0,0901;0,0863;0,0738;0,0763;0,0965;0,0805;0,0459;0,0331;0,0184;0,0229;0,0175;0,0107;0,0063;0,0029
F45;Somatoforme Störungen;31661;8,1531;8,7219;3;26;378;2168;2511;1187;1396;1521;1672;2100;3167;3425;2891;2112;1565;2018;1839;1004;512;166;0,0001;0,0008;0,0119;0,0685;0,0793;0,0375;0,0441;0,048;0,0528;0,0663;0,10;0,1082;0,0913;0,0667;0,0494;0,0637;0,0581;0,0317;0,0162;0,0052
F48;Andere neurotische Störungen;805;4,2311;3,973;0;1;4;39;83;53;47;41;50;73;83;71;48;46;36;41;38;30;16;5;0,00;0,0012;0,005;0,0484;0,1031;0,0658;0,0584;0,0509;0,0621;0,0907;0,1031;0,0882;0,0596;0,0571;0,0447;0,0509;0,0472;0,0373;0,0199;0,0062
F50;Essstörungen;3786;15,4453;26,9215;18;58;84;1042;1326;271;184;127;81;73;97;60;50;39;31;47;68;45;56;29;0,0048;0,0153;0,0222;0,2752;0,3502;0,0716;0,0486;0,0335;0,0214;0,0193;0,0256;0,0158;0,0132;0,0103;0,0082;0,0124;0,018;0,0119;0,0148;0,0077
F51;Nichtorganische Schlafstörungen;2498;2,8139;3,8174;41;265;203;113;118;105;153;129;130;162;232;241;182;136;86;100;67;23;8;4;0,0164;0,1061;0,0813;0,0452;0,0472;0,042;0,0612;0,0516;0,052;0,0649;0,0929;0,0965;0,0729;0,0544;0,0344;0,04;0,0268;0,0092;0,0032;0,0016
F52;Sexuelle Funktionsstörungen, nicht verursacht durch eine organische Störung oder Krankheit;163;4,6442;2,7837;0;0;0;1;0;3;5;6;10;8;18;24;29;22;18;12;5;1;1;0;0,00;0,00;0,00;0,0061;0,00;0,0184;0,0307;0,0368;0,0613;0,0491;0,1104;0,1472;0,1779;0,135;0,1104;0,0736;0,0307;0,0061;0,0061;0,00
F53;Psychische oder Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert;104;3,6058;3,3222;0;0;0;0;5;16;33;25;20;5;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0481;0,1538;0,3173;0,2404;0,1923;0,0481;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
F54;Psychologische Faktoren oder Verhaltensfaktoren bei anderenorts klassifizierten Krankheiten;209;18,0957;13,1716;0;8;33;45;28;2;5;3;3;9;10;14;9;12;8;8;9;3;0;0;0,00;0,0383;0,1579;0,2153;0,134;0,0096;0,0239;0,0144;0,0144;0,0431;0,0478;0,067;0,0431;0,0574;0,0383;0,0383;0,0431;0,0144;0,00;0,00
F55;Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen;328;3,0854;3,9421;0;2;0;17;55;21;31;24;20;28;18;20;15;8;9;16;13;13;12;6;0,00;0,0061;0,00;0,0518;0,1677;0,064;0,0945;0,0732;0,061;0,0854;0,0549;0,061;0,0457;0,0244;0,0274;0,0488;0,0396;0,0396;0,0366;0,0183
F59;Nicht näher bezeichnete Verhaltensauffälligkeiten bei körperlichen Störungen und Faktoren;22;4,00;4,0356;0;4;0;2;4;3;2;1;0;2;2;1;0;0;1;0;0;0;0;0;0,00;0,1818;0,00;0,0909;0,1818;0,1364;0,0909;0,0455;0,00;0,0909;0,0909;0,0455;0,00;0,00;0,0455;0,00;0,00;0,00;0,00;0,00
F60;Spezifische Persönlichkeitsstörungen;657;3,6804;11,2286;0;3;3;40;128;99;86;65;37;34;43;28;16;8;13;17;16;8;10;3;0,00;0,0046;0,0046;0,0609;0,1948;0,1507;0,1309;0,0989;0,0563;0,0518;0,0654;0,0426;0,0244;0,0122;0,0198;0,0259;0,0244;0,0122;0,0152;0,0046
F61;Kombinierte und andere Persönlichkeitsstörungen;27;5,037;6,8752;0;0;0;0;1;1;0;4;2;1;6;2;4;3;0;2;0;0;1;0;0,00;0,00;0,00;0,00;0,037;0,037;0,00;0,1481;0,0741;0,037;0,2222;0,0741;0,1481;0,1111;0,00;0,0741;0,00;0,00;0,037;0,00
F62;Andauernde Persönlichkeitsänderungen, nicht Folge einer Schädigung oder Krankheit des Gehirns;214;9,4299;6,7866;0;0;2;0;0;1;4;1;7;10;17;20;15;7;13;24;33;34;16;10;0,00;0,00;0,0093;0,00;0,00;0,0047;0,0187;0,0047;0,0327;0,0467;0,0794;0,0935;0,0701;0,0327;0,0607;0,1121;0,1542;0,1589;0,0748;0,0467
F63;Abnorme Gewohnheiten und Störungen der Impulskontrolle;36;17,7778;37,5942;0;3;8;9;9;0;0;1;0;1;2;0;0;0;1;0;1;1;0;0;0,00;0,0833;0,2222;0,25;0,25;0,00;0,00;0,0278;0,00;0,0278;0,0556;0,00;0,00;0,00;0,0278;0,00;0,0278;0,0278;0,00;0,00
F64;Störungen der Geschlechtsidentität;1592;10,5716;8,7052;0;0;0;5;79;324;286;237;199;145;161;84;54;15;3;0;0;0;0;0;0,00;0,00;0,00;0,0031;0,0496;0,2035;0,1796;0,1489;0,125;0,0911;0,1011;0,0528;0,0339;0,0094;0,0019;0,00;0,00;0,00;0,00;0,00
F65;Störungen der Sexualpräferenz;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
F66;Psychische und Verhaltensstörungen in Verbindung mit der sexuellen Entwicklung und Orientierung;4;5,25;2,3629;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,50;0,25;0,00;0,00;0,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
F68;Andere Persönlichkeits- und Verhaltensstörungen;99;5,8687;8,5065;1;6;2;6;13;5;6;6;7;10;5;5;10;3;4;3;2;2;2;1;0,0101;0,0606;0,0202;0,0606;0,1313;0,0505;0,0606;0,0606;0,0707;0,101;0,0505;0,0505;0,101;0,0303;0,0404;0,0303;0,0202;0,0202;0,0202;0,0101
F69;Nicht näher bezeichnete Persönlichkeits- und Verhaltensstörung;38;2,7895;3,0505;1;4;4;3;5;1;0;0;0;3;2;2;2;2;0;1;3;2;1;2;0,0263;0,1053;0,1053;0,0789;0,1316;0,0263;0,00;0,00;0,00;0,0789;0,0526;0,0526;0,0526;0,0526;0,00;0,0263;0,0789;0,0526;0,0263;0,0526
F70;Leichte Intelligenzminderung;304;11,4572;15,5181;0;22;138;72;20;7;10;4;4;2;5;3;7;5;4;1;0;0;0;0;0,00;0,0724;0,4539;0,2368;0,0658;0,023;0,0329;0,0132;0,0132;0,0066;0,0164;0,0099;0,023;0,0164;0,0132;0,0033;0,00;0,00;0,00;0,00
F71;Mittelgradige Intelligenzminderung;239;10,3975;10,7272;0;11;50;34;17;7;7;9;9;8;10;18;15;12;17;5;6;2;1;1;0,00;0,046;0,2092;0,1423;0,0711;0,0293;0,0293;0,0377;0,0377;0,0335;0,0418;0,0753;0,0628;0,0502;0,0711;0,0209;0,0251;0,0084;0,0042;0,0042
F72;Schwere Intelligenzminderung;167;10,8982;10,2285;0;3;22;12;13;7;9;6;6;12;13;15;15;11;12;9;1;0;1;0;0,00;0,018;0,1317;0,0719;0,0778;0,0419;0,0539;0,0359;0,0359;0,0719;0,0778;0,0898;0,0898;0,0659;0,0719;0,0539;0,006;0,00;0,006;0,00
F73;Schwerste Intelligenzminderung;29;12,6552;10,3795;0;2;4;3;2;2;2;3;2;1;3;0;1;0;1;3;0;0;0;0;0,00;0,069;0,1379;0,1034;0,069;0,069;0,069;0,1034;0,069;0,0345;0,1034;0,00;0,0345;0,00;0,0345;0,1034;0,00;0,00;0,00;0,00
F74;Dissoziierte Intelligenz;17;18,00;37,4283;0;0;9;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,5294;0,3529;0,0588;0,00;0,0588;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
F78;Andere Intelligenzminderung;24;9,5833;11,3249;0;4;9;2;4;1;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0,00;0,1667;0,375;0,0833;0,1667;0,0417;0,00;0,0833;0,00;0,00;0,00;0,0833;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
F79;Nicht näher bezeichnete Intelligenzminderung;76;8,4737;10,5836;0;7;31;17;12;2;1;1;0;2;0;0;1;2;0;0;0;0;0;0;0,00;0,0921;0,4079;0,2237;0,1579;0,0263;0,0132;0,0132;0,00;0,0263;0,00;0,00;0,0132;0,0263;0,00;0,00;0,00;0,00;0,00;0,00
F80;Umschriebene Entwicklungsstörungen des Sprechens und der Sprache;1247;8,2534;24,8615;0;403;750;59;4;3;4;1;0;0;0;4;3;1;3;1;4;3;3;1;0,00;0,3232;0,6014;0,0473;0,0032;0,0024;0,0032;0,0008;0,00;0,00;0,00;0,0032;0,0024;0,0008;0,0024;0,0008;0,0032;0,0024;0,0024;0,0008
F81;Umschriebene Entwicklungsstörungen schulischer Fertigkeiten;94;7,0319;10,5029;0;0;64;28;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,6809;0,2979;0,00;0,0106;0,00;0,00;0,00;0,00;0,0106;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
F82;Umschriebene Entwicklungsstörung der motorischen Funktionen;308;2,9838;4,0906;68;155;61;13;3;1;0;3;1;0;1;1;1;0;0;0;0;0;0;0;0,2208;0,5032;0,1981;0,0422;0,0097;0,0032;0,00;0,0097;0,0032;0,00;0,0032;0,0032;0,0032;0,00;0,00;0,00;0,00;0,00;0,00;0,00
F83;Kombinierte umschriebene Entwicklungsstörungen;2067;5,5322;7,5964;74;1111;720;121;38;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0358;0,5375;0,3483;0,0585;0,0184;0,0015;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
F84;Tief greifende Entwicklungsstörungen;744;10,0094;15,57;3;221;300;141;61;4;7;3;1;3;0;0;0;0;0;0;0;0;0;0;0,004;0,297;0,4032;0,1895;0,082;0,0054;0,0094;0,004;0,0013;0,004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
F88;Andere Entwicklungsstörungen;85;4,1059;5,5998;1;44;28;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0118;0,5176;0,3294;0,1059;0,0353;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
F89;Nicht näher bezeichnete Entwicklungsstörung;490;5,5347;8,0869;28;292;139;23;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0571;0,5959;0,2837;0,0469;0,0122;0,0041;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
F90;Hyperkinetische Störungen;1367;10,5194;14,94;1;39;769;438;46;5;5;4;3;4;4;5;3;8;4;5;7;11;4;2;0,0007;0,0285;0,5625;0,3204;0,0337;0,0037;0,0037;0,0029;0,0022;0,0029;0,0029;0,0037;0,0022;0,0059;0,0029;0,0037;0,0051;0,008;0,0029;0,0015
F91;Störungen des Sozialverhaltens;606;8,9802;12,9778;0;85;245;158;64;4;2;2;4;4;5;2;1;0;1;1;6;9;8;5;0,00;0,1403;0,4043;0,2607;0,1056;0,0066;0,0033;0,0033;0,0066;0,0066;0,0083;0,0033;0,0017;0,00;0,0017;0,0017;0,0099;0,0149;0,0132;0,0083
F92;Kombinierte Störung des Sozialverhaltens und der Emotionen;393;21,6336;29,9435;0;16;145;183;46;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0,00;0,0407;0,369;0,4656;0,117;0,00;0,00;0,00;0,00;0,0025;0,00;0,00;0,00;0,0025;0,00;0,00;0,00;0,0025;0,00;0,00
F93;Emotionale Störungen des Kindesalters;697;17,759;22,2627;39;106;214;254;80;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0,056;0,1521;0,307;0,3644;0,1148;0,0029;0,0014;0,0014;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
F94;Störungen sozialer Funktionen mit Beginn in der Kindheit und Jugend;287;30,2056;56,1328;4;79;148;44;6;3;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0,0139;0,2753;0,5157;0,1533;0,0209;0,0105;0,00;0,00;0,00;0,00;0,007;0,00;0,00;0,00;0,0035;0,00;0,00;0,00;0,00;0,00
F95;Ticstörungen;748;3,2968;6,1136;3;72;327;175;52;11;19;12;10;13;10;9;12;5;4;5;4;4;1;0;0,004;0,0963;0,4372;0,234;0,0695;0,0147;0,0254;0,016;0,0134;0,0174;0,0134;0,012;0,016;0,0067;0,0053;0,0067;0,0053;0,0053;0,0013;0,00
F98;Andere Verhaltens- und emotionale Störungen mit Beginn in der Kindheit und Jugend;2377;9,5978;12,3279;319;442;862;397;146;72;49;28;13;12;6;11;9;4;2;3;0;1;0;1;0,1342;0,1859;0,3626;0,167;0,0614;0,0303;0,0206;0,0118;0,0055;0,005;0,0025;0,0046;0,0038;0,0017;0,0008;0,0013;0,00;0,0004;0,00;0,0004
F99;Psychische Störung ohne nähere Angabe;188;2,5319;3,5531;2;5;19;15;18;7;9;10;11;7;7;12;12;8;3;9;17;7;6;4;0,0106;0,0266;0,1011;0,0798;0,0957;0,0372;0,0479;0,0532;0,0585;0,0372;0,0372;0,0638;0,0638;0,0426;0,016;0,0479;0,0904;0,0372;0,0319;0,0213
G00;Bakterielle Meningitis, anderenorts nicht klassifiziert;1619;16,0568;15,0724;137;66;54;46;44;58;61;70;48;82;105;105;129;160;116;117;108;71;34;8;0,0846;0,0408;0,0334;0,0284;0,0272;0,0358;0,0377;0,0432;0,0296;0,0506;0,0649;0,0649;0,0797;0,0988;0,0716;0,0723;0,0667;0,0439;0,021;0,0049
G01;Meningitis bei anderenorts klassifizierten bakteriellen Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
G02;Meningitis bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
G03;Meningitis durch sonstige und nicht näher bezeichnete Ursachen;2223;8,5749;9,3395;117;119;152;119;125;133;154;158;136;108;140;128;117;124;77;131;106;48;26;5;0,0526;0,0535;0,0684;0,0535;0,0562;0,0598;0,0693;0,0711;0,0612;0,0486;0,063;0,0576;0,0526;0,0558;0,0346;0,0589;0,0477;0,0216;0,0117;0,0022
G04;Enzephalitis, Myelitis und Enzephalomyelitis;8447;10,741;14,6506;24;154;148;125;290;478;578;660;590;690;864;771;620;558;463;625;478;208;97;26;0,0028;0,0182;0,0175;0,0148;0,0343;0,0566;0,0684;0,0781;0,0698;0,0817;0,1023;0,0913;0,0734;0,0661;0,0548;0,074;0,0566;0,0246;0,0115;0,0031
G05;Enzephalitis, Myelitis und Enzephalomyelitis bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
