drg;name;AnzahlHA;mwVwd;vwdStd;AnzKLHA;AntKLHA;AnzLLHA;AntLLHA
F51B;Endovaskuläre Implantation von Stent-Prothesen an der Aorta, nicht thorakal, ohne bestimmte Aortenprothesenkombination;8339;9,4666;6,7675;91;0,0109;639;0,0766
F52A;Perkutane Koronarangioplastie mit komplexer Diagnose, mit äußerst schweren CC;11330;12,2272;8,7014;1571;0,1387;936;0,0826
F52B;Perkutane Koronarangioplastie mit komplexer Diagnose, ohne äußerst schwere CC oder mit intrakoronarer Brachytherapie;83102;6,0617;3,6956;4887;0,0588;5393;0,0649
F56A;Perkutane Koronarangioplastie mit bestimmter hochkomplexer Intervention, mit äußerst schweren CC;2007;9,843;7,9381;406;0,2023;251;0,1251
F56B;Perkutane Koronarangioplastie mit hochkomplexer Intervention, ohne bestimmte hochkomplexe Intervention, ohne äußerst schwere CC, oder Kryoplastie;31426;3,7367;3,4048;8657;0,2755;2523;0,0803
F58A;Perkutane Koronarangioplastie mit äußerst schweren CC;5561;10,2111;7,8978;811;0,1458;418;0,0752
F58B;Perkutane Koronarangioplastie ohne äußerst schwere CC;115211;3,0988;2,9066;42812;0,3716;8570;0,0744
F59A;Mäßig komplexe Gefäßeingriffe oder komplexe Gefäßeingriffe ohne komplizierende Konstellation, ohne Revision, ohne komplizierende Diagnose, Alter > 2 Jahre, ohne bestimmte beidseitige Gefäßeingriffe, mit äuß. schweren CC oder Rotationsthrombektomie;13249;14,4314;12,6283;2680;0,2023;1402;0,1058
F59B;Mäßig kompl. Gefäßeingr. od. kompl. Gefäßeingr. ohne kompliz. Konstell., ohne Revis., ohne kompliz. Diagn., Alt. > 2 J., ohne best. beids. Gefäßeingr., ohne äuß. schw. CC, ohne Rotationsthromb., mit aufwänd. Eingr. od. best. Diagn. od. Alt. < 16 J.;41445;8,3998;6,7465;6231;0,1503;2764;0,0667
F59C;Mäßig kompl. Gefäßeingr. oder kompl. Gefäßeingr. ohne kompliz. Konst., oh. Revis., oh. kompliz. Diagn., Alt. > 2 J., oh. best. beids. Gefäßeingr., oh. äuß. schwere CC, oh. Rot.thromb., oh. aufw. Eingr., oh. best. Diagn., Alt. > 15 J., mit best. Eingr.;22124;4,4895;4,8506;5208;0,2354;1260;0,057
F59D;Mäßig kompl. Gefäßeingr. od. kompl. Gefäßeingr. ohne kompliz. Konst., oh. Revis., oh. kompliz. Diagn., Alt. > 2 J., oh. best. beids. Gefäßeingr., oh. äuß. schw. CC, oh. Rotat.thromb., oh. aufw. Eingr., oh. best. Diagn., Alt. > 15 J., oh. best. Eingr.;72058;3,6466;4,2359;23199;0,3219;4347;0,0603
F60A;Akuter Myokardinfarkt ohne invasive kardiologische Diagnostik mit äußerst schweren CC;10430;10,5444;7,6684;1974;0,1893;604;0,0579
F60B;Akuter Myokardinfarkt ohne invasive kardiologische Diagnostik ohne äußerst schwere CC;39186;4,6068;4,3165;14874;0,3796;1183;0,0302
F61A;Infektiöse Endokarditis mit komplizierender Diagnose oder mit komplizierender Konstellation;895;26,3408;17,5257;158;0,1765;146;0,1631
F61B;Infektiöse Endokarditis ohne komplizierende Diagnose, ohne komplizierende Konstellation;3849;21,3141;14,9061;853;0,2216;337;0,0876
F62A;Herzinsuffizienz und Schock mit äußerst schweren CC, mit Dialyse oder komplizierender Diagnose;14143;16,647;10,8253;1692;0,1196;1227;0,0868
F62B;Herzinsuffizienz und Schock ohne äußerst schwere CC oder ohne Dialyse, ohne komplizierende Diagnose;329150;8,5365;5,548;29648;0,0901;20717;0,0629
F63A;Venenthrombose mit äußerst schweren CC;1568;11,1448;7,1858;135;0,0861;119;0,0759
F63B;Venenthrombose ohne äußerst schwere CC;34993;5,3598;3,6423;3821;0,1092;1429;0,0408
F64Z;Hautulkus bei Kreislauferkrankungen;6526;9,3212;5,9645;457;0,07;372;0,057
F65A;Periphere Gefäßkrankheiten mit komplexer Diagnose und äußerst schweren CC;3551;12,3503;8,8994;628;0,1769;215;0,0605
F65B;Periphere Gefäßkrankheiten ohne komplexe Diagnose oder ohne äußerst schwere CC;58550;5,5322;5,2221;14547;0,2485;3359;0,0574
F66A;Koronararteriosklerose mit äußerst schweren CC;3431;11,8345;7,4541;383;0,1116;273;0,0796
F66B;Koronararteriosklerose ohne äußerst schwere CC;50731;3,648;3,1004;15289;0,3014;2214;0,0436
F67A;Hypertonie mit äußerst schweren CC;2530;10,7162;7,1928;255;0,1008;138;0,0545
F67B;Hypertonie mit komplizierender Diagnose oder schweren CC;14908;6,8637;4,5036;759;0,0509;1136;0,0762
F67C;Hypertonie ohne komplizierende Diagnose, ohne äußerst schwere oder schwere CC, Alter < 16 Jahre;1152;3,1988;2,7467;263;0,2283;62;0,0538
F67D;Hypertonie ohne komplizierende Diagnose, ohne äußerst schwere oder schwere CC, Alter > 15 Jahre;226394;4,0313;2,7317;39357;0,1738;8693;0,0384
F68A;Angeborene Herzkrankheit, Alter < 6 Jahre;1129;4,8485;8,1557;471;0,4172;96;0,085
F68B;Angeborene Herzkrankheit, Alter > 5 Jahre;1405;3,0847;3,9353;710;0,5053;83;0,0591
F69A;Herzklappenerkrankungen mit äußerst schweren oder schweren CC;8270;10,4959;7,6619;1230;0,1487;619;0,0748
F69B;Herzklappenerkrankungen ohne äußerst schwere oder schwere CC;11935;5,0237;4,0743;2337;0,1958;507;0,0425
F70A;Schwere Arrhythmie und Herzstillstand mit äußerst schweren CC;1664;9,024;8,6734;599;0,36;98;0,0589
F70B;Schwere Arrhythmie und Herzstillstand ohne äußerst schwere CC;17508;3,9638;3,9246;6896;0,3939;872;0,0498
F71A;Nicht schwere kardiale Arrhythmie und Erregungsleitungsstörungen mit äußerst schweren CC oder kathetergestützter elektrophysiologischer Untersuchung des Herzens;12390;9,4659;7,0149;1789;0,1444;1133;0,0914
F71B;Nicht schwere kardiale Arrhythmie und Erregungsleitungsstörungen ohne äußerst schwere CC, ohne kathetergestützte elektrophysiologische Untersuchung des Herzens;271611;3,722;3,1573;78323;0,2884;13829;0,0509
F72A;Instabile Angina pectoris mit äußerst schweren CC;838;9,5119;7,3313;108;0,1289;85;0,1014
F72B;Instabile Angina pectoris ohne äußerst schwere CC;32330;3,3232;2,8974;11434;0,3537;1157;0,0358
F73Z;Synkope und Kollaps;188398;3,9609;3,166;44764;0,2376;9490;0,0504
F74Z;Thoraxschmerz;119048;2,1759;1,8936;63855;0,5364;3690;0,031
F75A;Andere Krankheiten des Kreislaufsystems mit äußerst schweren CC;5583;12,9653;10,1282;780;0,1397;529;0,0948
F75B;Andere Krankheiten des Kreislaufsystems ohne äußerst schwere CC, Alter < 10 Jahre;589;4,8048;5,6104;192;0,326;46;0,0781
F75C;Andere Krankheiten des Kreislaufsystems ohne äußerst schwere CC, Alter > 9 Jahre und Alter < 18 Jahre;935;4,2738;3,9523;249;0,2663;43;0,046
F75D;Andere Krankheiten des Kreislaufsystems ohne äußerst schwere CC, Alter > 17 Jahre;41729;5,1717;4,6923;8199;0,1965;2233;0,0535
F77Z;Komplexbehandlung bei multiresistenten Erregern bei Krankheiten und Störungen des Kreislaufsystems;3986;14,4829;7,3356;0;0,00;279;0,07
F95A;Interventioneller Septumverschluss, Alter < 19 Jahre oder Vorhofohrverschluss;4594;5,5592;5,8674;269;0,0586;636;0,1384
F95B;Interventioneller Septumverschluss, Alter > 18 Jahre;2526;2,8591;3,4066;703;0,2783;183;0,0724
F96Z;Stammzelltransfusion bei Krankheiten und Störungen des Kreislaufsystems;38;3,2895;2,9492;0;0,00;0;0,00
F98A;Komplexe minimalinvasive Operationen an Herzklappen, mit hochkomplexem Eingriff oder komplexer Diagnose oder Alter < 16 Jahre;3052;17,2562;10,7857;113;0,037;244;0,0799
F98B;Komplexe minimalinvasive Operationen an Herzklappen, ohne hochkomplexen Eingriff, ohne komplexe Diagnose, Alter > 15 Jahre, mit sehr komplexem Eingriff;9987;14,9928;8,7777;282;0,0282;782;0,0783
F98C;Komplexe minimalinvasive Operationen an Herzklappen, ohne hochkomplexen Eingriff, ohne komplexe Diagnose, Alter > 15 Jahre, ohne sehr komplexen Eingriff;3498;13,434;10,16;90;0,0257;340;0,0972
G01Z;Eviszeration des kleinen Beckens oder bestimmte Eingriffe an den Verdauungsorganen mit intensivmedizinischer Komplexbehandlung im Kindesalter > 392 Aufwandspunkte;180;26,8944;15,3202;1;0,0056;26;0,1444
G02A;Eingriffe an den Verdauungsorganen bei angeborener Fehlbildung, Alter < 2 Jahre, ohne intensivmedizinische Komplexbehandlung im Kindesalter > 392 AufwPkte oder bestimmte Eingriffe an Dünn- und Dickdarm mit komplizierender Diagnose;10193;20,9882;14,2465;561;0,055;1399;0,1373
G02B;Komplexe Eingriffe an Dünn- und Dickdarm ohne Eingriffe an den Verdauungsorganen bei angeborener Fehlbildung, Alter < 2 Jahre, ohne intensivmed. Komplexbeh. im Kindesalter > 392 AufwPkte, ohne best. Eingriffe an Dünn- und Dickdarm mit kompliz. Diagnose;11411;17,5558;10,2385;224;0,0196;984;0,0862
G03A;Große Eingriffe an Magen, Ösophagus und Duodenum mit hochkompl. Eingriff oder kompliz. Konstell. oder bei bestimmter bösartiger Neubildung;2252;22,9769;12,919;6;0,0027;304;0,135
G03B;Große Eingriffe an Magen, Ösophagus und Duodenum ohne hochkomplexen Eingriff, ohne komplizierende Konstellation, außer bei bestimmter bösartiger Neubildung, mit komplexem Eingriff;466;21,779;12,7317;4;0,0086;56;0,1202
G03C;Große Eingriffe an Magen, Ösophagus und Duodenum ohne hochkomplexen Eingriff, ohne komplizierende Konstellation, außer bei bestimmter bösartiger Neubildung, ohne komplexen Eingriff;5141;19,8391;10,6442;39;0,0076;556;0,1082
G04A;Adhäsiolyse am Peritoneum, Alter < 4 J. od. mit schw. CC od. kl. Eingr. an Dünn-/Dickdarm mit äuß. schw. CC od. Anl. eines Enterostomas, Alt. < 6 J., od. best. PTAs an abd. Gefäßen mit äuß. schw. CC, oh. int.med. Komplexbeh. b. Kind > 392 AufwPkte;684;15,0585;12,521;64;0,0936;110;0,1608
G04B;Adhäsiolyse am Peritoneum, Alter < 4 Jahre oder mit äußerst schweren oder schweren CC oder kleine Eingriffe an Dünn- und Dickdarm mit äußerst schweren CC od. Anlegen eines Enterostomas, Alter > 5 Jahre, ohne best. PTAs an abdominalen Gefäßen;20612;17,9417;11,4377;784;0,038;2721;0,132
G07A;Appendektomie oder laparoskopische Adhäsiolyse bei Peritonitis mit äuß. schw. oder schweren CC oder kleine Eingr. an Dünn- und Dickdarm od. a. abd. Gef. ohne äußerst schwere CC, Alter < 3 Jahre oder mit best. perkutan-translumin. Eingr. an abdom. Gefäßen;934;7,0011;6,0997;92;0,0985;60;0,0642
G07B;Appendektomie oder laparoskopische Adhäsiolyse bei Peritonitis mit äußerst schweren oder schweren CC oder kleine Eingriffe an Dünn- und Dickdarm ohne äußerst schwere CC, mit laparoskopischer Adhäsiolyse od. Alter > 2 Jahre und Alter < 10 Jahre;1341;8,8121;5,9792;110;0,082;112;0,0835
G07C;Appendektomie oder laparoskopische Adhäsiolyse bei Peritonitis mit äußerst schweren oder schweren CC oder kleine Eingriffe an Dünn- und Dickdarm ohne äußerst schwere CC, Alter > 9 Jahre;13700;8,8118;5,0122;637;0,0465;1027;0,075
G08A;Komplexe Rekonstruktion der Bauchwand, Alter > 0 Jahre, mit äußerst schweren CC;1813;19,5565;15,2603;58;0,032;333;0,1837
G08B;Komplexe Rekonstruktion der Bauchwand, Alter > 0 Jahre, ohne äußerst schwere CC;28173;5,758;3,9344;1406;0,0499;1246;0,0442
G09Z;Beidseitige Eingriffe bei Leisten- und Schenkelhernien, Alter > 55 Jahre oder komplexe Herniotomien;15144;2,3886;2,1888;5503;0,3634;761;0,0503
G10Z;Bestimmte Eingriffe an hepatobiliärem System, Pankreas, Niere und Milz;2562;16,9141;10,6947;84;0,0328;351;0,137
G11A;Pyloromyotomie oder Anoproktoplastik und Rekonstruktion von Anus und Sphinkter, Alter < 10 Jahre;794;7,1247;4,054;7;0,0088;68;0,0856
G11B;Pyloromyotomie oder Anoproktoplastik und Rekonstruktion von Anus und Sphinkter, Alter > 9 Jahre;4393;4,0253;2,7391;540;0,1229;168;0,0382
G12A;Andere OR-Prozeduren an den Verdauungsorganen mit komplexer OR-Prozedur;1312;11,5343;12,5579;237;0,1806;107;0,0816
G12B;Andere OR-Prozeduren an den Verdauungsorganen mit mäßig komplexer OR-Prozedur;9929;12,2605;10,9896;1919;0,1933;959;0,0966
G12C;Andere OR-Prozeduren an den Verdauungsorganen ohne komplexe oder mäßig komplexe OR-Prozedur;9453;5,9016;6,3184;2091;0,2212;761;0,0805
G13Z;Andere Eingriffe an Darm oder Enterostoma mit äußerst schweren CC;4103;12,4667;9,2429;398;0,097;298;0,0726
G14Z;Geriatrische frührehabilitative Komplexbehandlung mit bestimmter OR-Prozedur bei Krankheiten und Störungen der Verdauungsorgane;3270;36,8563;13,0632;0;0,00;304;0,093
G15Z;Strahlentherapie mit großem abdominellen Eingriff;341;22,4457;14,7042;25;0,0733;44;0,129
G16A;Komplexe Rektumresektion oder andere Rektumresektion mit bestimmtem Eingriff oder bei Zustand nach Organtransplantation oder mit Immundefekt, mit bestimmter Lebermetastasenchirurgie oder komplizierender Konstellation;406;27,6946;23,0064;54;0,133;89;0,2192
G16B;Komplexe Rektumresektion oder andere Rektumresektion mit bestimmtem Eingriff oder bei Zustand nach Organtransplantation oder mit Immundefekt, ohne bestimmte Lebermetastasenchirurgie, ohne komplizierende Konstellation;7186;21,0104;13,315;184;0,0256;993;0,1382
G17A;Andere Rektumresektion ohne bestimmten Eingriff, bei bösartiger Neubildung;12496;17,1362;9,854;58;0,0046;1437;0,115
G17B;Andere Rektumresektion ohne bestimmten Eingriff, außer bei bösartiger Neubildung;6895;12,9343;7,3806;42;0,0061;521;0,0756
G18A;Eingriffe an Dünn- und Dickdarm außer bei angeborener Fehlbildung oder Alter > 1 Jahr mit hochkomplexem Eingriff oder komplizierender Diagnose;7790;18,4322;11,1855;236;0,0303;798;0,1024
G18B;Eingriffe an Dünn- und Dickdarm außer bei angeborener Fehlbildung oder Alter > 1 Jahr, ohne hochkomplexen Eingriff, ohne komplizierende Diagnose, mit sehr komplexem Eingriff;39775;14,1184;8,2428;564;0,0142;4120;0,1036
G18C;Eingriffe an Dünn- und Dickdarm außer bei angeborener Fehlbildung oder Alter > 1 Jahr, ohne hochkomplexen Eingriff, ohne komplizierende Diagnose, ohne sehr komplexen Eingriff, mit komplexem Eingriff;18216;11,0347;6,1011;294;0,0161;1399;0,0768
G18D;Eingriffe an Dünn- und Dickdarm außer bei angeborener Fehlbildung oder Alter > 1 Jahr, ohne hochkomplexen Eingriff, ohne komplizierende Diagnose, ohne sehr komplexen Eingriff, ohne komplexen Eingriff;3270;7,0498;5,1181;56;0,0171;215;0,0657
G19A;Andere Eingriffe an Magen, Ösophagus und Duodenum außer bei angeborener Fehlbildung oder Alter > 1 Jahr, mit komplizierender Konstellation oder bei bösartiger Neubildung oder Alter < 16 Jahre;2207;14,6846;9,8821;81;0,0367;259;0,1174
G19B;Andere Eingriffe an Magen, Ösophagus und Duodenum außer bei angeborener Fehlbildung oder Alter > 1 Jahr, ohne komplizierende Konstellation, außer bei bösartiger Neubildung, Alter > 15 Jahre, mit komplexem Eingriff;7846;12,1021;8,9612;521;0,0664;774;0,0986
G19C;Andere Eingriffe an Magen, Ösophagus und Duodenum außer bei angeborener Fehlbildung oder Alter > 1 Jahr, ohne komplizierende Konstellation, außer bei bösartiger Neubildung, Alter > 15 Jahre, ohne komplexen Eingriff;9136;7,0437;4,5863;81;0,0089;743;0,0813
G21A;Komplexe Adhäsiolyse am Peritoneum, Alter > 3 Jahre und ohne äußerst schwere oder schwere CC oder andere Eingriffe an Darm oder Enterostoma ohne äußerst schwere CC, Alter < 16 Jahre;419;5,5513;4,5484;43;0,1026;26;0,0621
G21B;Komplexe Adhäsiolyse am Peritoneum, Alter > 3 Jahre und ohne äußerst schwere oder schwere CC oder andere Eingriffe an Darm oder Enterostoma ohne äußerst schwere CC, Alter > 15 Jahre, mit komplexem Eingriff;20280;6,9401;4,8908;1430;0,0705;1033;0,0509
G21C;Komplexe Adhäsiolyse am Peritoneum, Alter > 3 Jahre und ohne äußerst schwere oder schwere CC oder andere Eingriffe an Darm oder Enterostoma ohne äußerst schwere CC, Alter > 15 Jahre, ohne komplexen Eingriff;4010;3,9985;3,5789;926;0,2309;282;0,0703
G22A;Appendektomie oder laparoskopische Adhäsiolyse bei Peritonitis oder mit äußerst schweren oder schweren CC, Alter < 10 Jahre oder bei bösartiger Neubildung;1745;8,4825;6,3876;11;0,0063;171;0,098
G22B;Appendektomie oder laparoskopische Adhäsiolyse bei Peritonitis oder mit äußerst schweren oder schweren CC, Alter > 9 Jahre, mit laparoskopischer Adhäsiolyse oder Alter < 16 Jahre, außer bei bösartiger Neubildung;5391;7,3743;4,8507;47;0,0087;557;0,1033
G22C;Appendektomie oder laparoskopische Adhäsiolyse bei Peritonitis oder mit äußerst schweren oder schweren CC, Alter > 15 Jahre, außer bei bösartiger Neubildung;14032;6,154;3,2628;37;0,0026;698;0,0497
G23A;Appendektomie oder laparoskopische Adhäsiolyse außer bei Peritonitis, ohne äußerst schwere oder schwere CC, Alter < 10 Jahre oder bei bösartiger Neubildung;4206;4,166;2,0598;39;0,0093;200;0,0476
G23B;Appendektomie oder laparoskopische Adhäsiolyse außer bei Peritonitis, ohne äußerst schwere oder schwere CC, Alter > 9 Jahre, mit laparoskopischer Adhäsiolyse oder Alter < 14 Jahre, außer bei bösartiger Neubildung;29853;3,6161;2,4737;4749;0,1591;1669;0,0559
G23C;Appendektomie oder laparoskopische Adhäsiolyse außer bei Peritonitis, ohne äußerst schwere oder schwere CC, Alter > 13 Jahre, außer bei bösartiger Neubildung;67785;3,6797;1,5934;621;0,0092;3092;0,0456
G24A;Eingriffe bei Hernien, mit plastischer Rekonstruktion der Bauchwand;1873;6,8932;6,2049;56;0,0299;133;0,071
G24B;Eingriffe bei Hernien, ohne plastische Rekonstruktion der Bauchwand;172915;2,3759;2,4089;79755;0,4612;7571;0,0438
G26Z;Andere Eingriffe am Anus;95991;2,6236;2,8471;38325;0,3993;5663;0,059
G27A;Strahlentherapie bei Krankheiten und Störungen der Verdauungsorgane, mehr als ein Belegungstag, mehr als 8 Bestrahlungen, mit äußerst schweren CC;831;35,7918;19,727;37;0,0445;169;0,2034
G27B;Strahlentherapie bei Krankheiten und Störungen der Verdauungsorgane, mehr als ein Belegungstag, mehr als 8 Bestrahlungen, ohne äußerst schwere CC;2250;18,736;14,3298;416;0,1849;271;0,1204
G29Z;Andere Strahlentherapie bei Krankheiten und Störungen der Verdauungsorgane, mehr als ein Belegungstag;10887;6,6895;5,5984;0;0,00;975;0,0896
G33Z;Mehrzeitige komplexe OR-Prozeduren bei Krankheiten und Störungen der Verdauungsorgane;849;35,9105;22,6124;35;0,0412;174;0,2049
G35Z;Komplexe Vakuumbehandlung bei Krankheiten und Störungen der Verdauungsorgane;2043;52,4175;31,0604;19;0,0093;594;0,2907
G36Z;Intensivmedizinische Komplexbehandlung > 1176 / 1104 Aufwandspunkte oder hochaufwändiges Implantat bei Krankheiten und Störungen der Verdauungsorgane;1861;46,9479;29,3292;10;0,0054;502;0,2697
G37Z;Multiviszeraleingriff bei Krankheiten und Störungen der Verdauungsorgane;730;21,774;11,3726;6;0,0082;98;0,1342
G38Z;Komplizierende Konstellation mit bestimmtem operativen Eingriff bei Krankheiten und Störungen der Verdauungsorgane;1763;26,4095;24,7773;371;0,2104;364;0,2065
G40Z;Komplizierende Konstellation mit bestimmtem endoskopischen Eingriff bei Krankheiten und Störungen der Verdauungsorgane;996;18,8614;15,9409;187;0,1878;152;0,1526
G46A;Verschiedenartige Gastroskopie bei schweren Krankheiten der Verdauungsorgane verbunden mit äußerst schweren CC oder verbunden mit äußerst schweren, schweren CC oder komplizierendem Eingriff bei Kindern;4190;14,9234;9,7441;395;0,0943;310;0,074
G46B;Verschiedenartige Gastroskopie bei schweren Krankheiten der Verdauungsorgane verbunden mit äußerst schweren CC, schweren CC oder mit komplizierendem Eingriff oder verbunden mit schw. CC bei Kindern, oder Ösophagusperforation oder bestimmte Prozedur;21672;11,226;7,7405;2486;0,1147;1689;0,0779
G46C;Verschiedenartige Gastroskopie ohne wenig komplexe Gastroskopien bei schweren Krankheiten der Verdauungsorgane, mit schw. CC oder bei nicht schw. Erkr. der Verdauungsorgane, mit schw. CC bei Kindern, ohne Ösophagusperforation, ohne bestimmte Prozedur;15272;6,498;4,9078;1434;0,0939;976;0,0639
