drg;name;AnzahlBA;mwVwd;vwdStd;AnzKLBA;AntKLBA;AnzLLBA;AntLLBA
F36B;Intensivmed. Komplexbeh. > 588 / 552 P. u. < 1177 / 1105 P. m. best. OR-Proz. od. kompl. Eingr. od. > 1176 / 1104 P. oh. best. OR-Proz. m. kompl. Eingr., oh. mehrzeit. kompl. OR-Proz. b. Krankh. u. Störungen d. Kreislaufsyst.;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
F37Z;Längerer stationärer Aufenthalt vor Transplantation bei hoher Dringlichkeitsstufe bei Krankheiten und Störungen des Kreislaufsystems;0;0,00;NULL;0;0,00;0;0,00
F39A;Unterbindung und Stripping von Venen mit beidseitigem Eingriff oder bestimmter Diagnose oder äußerst schweren oder schweren CC;1356;1,7529;2,3026;891;0,6571;9;0,0066
F39B;Unterbindung und Stripping von Venen ohne beidseitigen Eingriff, ohne bestimmte Diagnose, ohne äußerst schwere oder schwere CC;7135;1,4263;0,9744;5331;0,7472;24;0,0034
F41A;Invasive kardiologische Diagnostik bei akutem Myokardinfarkt mit äußerst schweren CC;3;3,6667;4,6188;2;0,6667;0;0,00
F41B;Invasive kardiologische Diagnostik bei akutem Myokardinfarkt ohne äußerst schwere CC;246;3,2805;2,5568;53;0,2154;5;0,0203
F42Z;Operation b. kompl. angeb. Herzfehler, Hybridchirurgie, best. Herzklappeneingriffe od. and. Eingriffe m. Herz-Lungen-Maschine m. invas. kardiolog. Diagnostik bei Kindern od. best. rekonstruktive Gefäßeingriffe oh. Herz-Lungen-Maschine m. kompl. Eingriff;0;0,00;NULL;0;0,00;0;0,00
F43A;Beatmung > 24 Stunden bei Krankheiten und Störungen des Kreislaufsystems, Alter < 6 Jahre oder intensivmedizinische Komplexbehandlung > 392 / 552 Aufwandspunkte;3;29,00;20,0749;0;0,00;1;0,3333
F43B;Beatmung > 24 Stunden bei Krankheiten und Störungen des Kreislaufsystems, Alter > 5 Jahre, ohne intensivmedizinische Komplexbehandlung > 392 / 552 Aufwandspunkte, mit komplizierender Konstellation oder bestimmter OR-Prozedur;6;11,1667;6,08;1;0,1667;0;0,00
F43C;Beatmung > 24 Stunden bei Krankheiten und Störungen des Kreislaufsystems, Alter > 5 Jahre, ohne intensivmedizinische Komplexbehandlung > 392 / 552 Aufwandspunkte, ohne komplizierende Konstellation, ohne bestimmte OR-Prozedur;32;10,6875;11,7045;12;0,375;2;0,0625
F45Z;Frührehabilitation bei Krankheiten und Störungen des Kreislaufsystems;0;0,00;NULL;0;0,00;0;0,00
F48Z;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Kreislaufsystems;0;0,00;NULL;0;0,00;0;0,00
F49A;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, mit äußerst schweren CC, mit komplexem Eingriff;0;0,00;NULL;0;0,00;0;0,00
F49B;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, mit äußerst schweren CC, ohne komplexen Eingriff;14;20,1429;13,0729;0;0,00;4;0,2857
F49C;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, Alter < 15 Jahre;0;0,00;NULL;0;0,00;0;0,00
F49D;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, Alter > 14 Jahre, mit kardialem Mapping oder schweren CC;223;7,4978;6,2276;58;0,2601;12;0,0538
F49E;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, Alter > 14 Jahre, ohne kardiales Mapping, ohne schwere CC, mit komplexer Diagnose;619;4,9273;4,0773;135;0,2181;17;0,0275
F49F;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, Alter > 14 Jahre, ohne kardiales Mapping, ohne schwere CC, ohne komplexe Diagnose, mit bestimmtem Eingriff;419;3,2816;2,6891;119;0,284;9;0,0215
F49G;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, Alter > 14 Jahre, ohne kardiales Mapping, ohne schwere CC, ohne komplexe Diagnose, ohne bestimmten Eingriff;6313;1,8408;1,6577;3917;0,6205;86;0,0136
F50A;Ablative Maßnahmen bei Tachyarrhythmie mit komplexer Ablation im linken Vorhof oder hochkomplexer Ablation oder Implantation eines Ereignisrekorders;451;3,0953;1,7819;34;0,0754;14;0,031
F50B;Ablative Maßnahmen bei Tachyarrhythmie mit komplexer Ablation, ohne komplexe Ablation im linken Vorhof, ohne hochkomplexe Ablation, ohne Implantation eines Ereignisrekorders;134;3,2761;2,8135;18;0,1343;7;0,0522
F50C;Ablative Maßnahmen bei Tachyarrhythmie ohne komplexe Ablation, ohne Implantation eines Ereignisrekorders, mit transseptaler Linksherz-Katheteruntersuchung;15;2,0667;1,0328;5;0,3333;0;0,00
F50D;Ablative Maßnahmen bei Tachyarrhythmie ohne komplexe Ablation, ohne Implantation eines Ereignisrekorders, ohne transseptale Linksherz-Katheteruntersuchung;345;3,3275;2,8571;49;0,142;20;0,058
F51A;Endovaskuläre Implantation von Stent-Prothesen an der Aorta, thorakal oder mit bestimmter Aortenprothesenkombination;0;0,00;NULL;0;0,00;0;0,00
F51B;Endovaskuläre Implantation von Stent-Prothesen an der Aorta, nicht thorakal, ohne bestimmte Aortenprothesenkombination;25;10,60;7,8209;0;0,00;2;0,08
F52A;Perkutane Koronarangioplastie mit komplexer Diagnose, mit äußerst schweren CC;62;9,1935;5,7398;11;0,1774;0;0,00
F52B;Perkutane Koronarangioplastie mit komplexer Diagnose, ohne äußerst schwere CC oder mit intrakoronarer Brachytherapie;1084;4,571;3,0901;61;0,0563;50;0,0461
F56A;Perkutane Koronarangioplastie mit bestimmter hochkomplexer Intervention, mit äußerst schweren CC;14;7,2857;5,7836;3;0,2143;1;0,0714
F56B;Perkutane Koronarangioplastie mit hochkomplexer Intervention, ohne bestimmte hochkomplexe Intervention, ohne äußerst schwere CC, oder Kryoplastie;701;2,408;1,5709;170;0,2425;17;0,0243
F58A;Perkutane Koronarangioplastie mit äußerst schweren CC;37;5,6757;3,7197;9;0,2432;0;0,00
F58B;Perkutane Koronarangioplastie ohne äußerst schwere CC;3568;2,1797;1,5219;1174;0,329;50;0,014
F59A;Mäßig komplexe Gefäßeingriffe oder komplexe Gefäßeingriffe ohne komplizierende Konstellation, ohne Revision, ohne komplizierende Diagnose, Alter > 2 Jahre, ohne bestimmte beidseitige Gefäßeingriffe, mit äuß. schweren CC oder Rotationsthrombektomie;75;12,0533;8,8941;16;0,2133;5;0,0667
F59B;Mäßig kompl. Gefäßeingr. od. kompl. Gefäßeingr. ohne kompliz. Konstell., ohne Revis., ohne kompliz. Diagn., Alt. > 2 J., ohne best. beids. Gefäßeingr., ohne äuß. schw. CC, ohne Rotationsthromb., mit aufwänd. Eingr. od. best. Diagn. od. Alt. < 16 J.;627;6,5263;5,8024;193;0,3078;25;0,0399
F59C;Mäßig kompl. Gefäßeingr. oder kompl. Gefäßeingr. ohne kompliz. Konst., oh. Revis., oh. kompliz. Diagn., Alt. > 2 J., oh. best. beids. Gefäßeingr., oh. äuß. schwere CC, oh. Rot.thromb., oh. aufw. Eingr., oh. best. Diagn., Alt. > 15 J., mit best. Eingr.;391;3,1995;3,6963;61;0,156;10;0,0256
F59D;Mäßig kompl. Gefäßeingr. od. kompl. Gefäßeingr. ohne kompliz. Konst., oh. Revis., oh. kompliz. Diagn., Alt. > 2 J., oh. best. beids. Gefäßeingr., oh. äuß. schw. CC, oh. Rotat.thromb., oh. aufw. Eingr., oh. best. Diagn., Alt. > 15 J., oh. best. Eingr.;1889;2,5082;2,5669;546;0,289;36;0,0191
F60A;Akuter Myokardinfarkt ohne invasive kardiologische Diagnostik mit äußerst schweren CC;38;12,8684;7,0679;0;0,00;3;0,0789
F60B;Akuter Myokardinfarkt ohne invasive kardiologische Diagnostik ohne äußerst schwere CC;255;4,2941;3,93;95;0,3725;7;0,0275
F61A;Infektiöse Endokarditis mit komplizierender Diagnose oder mit komplizierender Konstellation;6;24,8333;14,9321;1;0,1667;1;0,1667
F61B;Infektiöse Endokarditis ohne komplizierende Diagnose, ohne komplizierende Konstellation;37;25,4324;17,8909;6;0,1622;6;0,1622
F62A;Herzinsuffizienz und Schock mit äußerst schweren CC, mit Dialyse oder komplizierender Diagnose;56;18,9107;11,2254;7;0,125;7;0,125
F62B;Herzinsuffizienz und Schock ohne äußerst schwere CC oder ohne Dialyse, ohne komplizierende Diagnose;4194;8,2389;5,2274;389;0,0928;189;0,0451
F63A;Venenthrombose mit äußerst schweren CC;6;11,50;5,2058;0;0,00;0;0,00
F63B;Venenthrombose ohne äußerst schwere CC;394;6,2614;3,7007;19;0,0482;17;0,0431
F64Z;Hautulkus bei Kreislauferkrankungen;108;10,1481;6,5493;5;0,0463;13;0,1204
F65A;Periphere Gefäßkrankheiten mit komplexer Diagnose und äußerst schweren CC;23;16,8696;13,975;3;0,1304;3;0,1304
F65B;Periphere Gefäßkrankheiten ohne komplexe Diagnose oder ohne äußerst schwere CC;1600;3,9231;4,8007;819;0,5119;56;0,035
F66A;Koronararteriosklerose mit äußerst schweren CC;15;15,60;11,63;1;0,0667;3;0,20
F66B;Koronararteriosklerose ohne äußerst schwere CC;794;2,8463;2,5038;335;0,4219;30;0,0378
F67A;Hypertonie mit äußerst schweren CC;9;8,7778;6,7782;1;0,1111;1;0,1111
F67B;Hypertonie mit komplizierender Diagnose oder schweren CC;79;8,0506;5,0125;5;0,0633;8;0,1013
F67C;Hypertonie ohne komplizierende Diagnose, ohne äußerst schwere oder schwere CC, Alter < 16 Jahre;6;3,00;1,2649;1;0,1667;0;0,00
F67D;Hypertonie ohne komplizierende Diagnose, ohne äußerst schwere oder schwere CC, Alter > 15 Jahre;2546;3,357;2,5808;731;0,2871;109;0,0428
F68A;Angeborene Herzkrankheit, Alter < 6 Jahre;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
F68B;Angeborene Herzkrankheit, Alter > 5 Jahre;5;1,40;0,8944;4;0,80;0;0,00
F69A;Herzklappenerkrankungen mit äußerst schweren oder schweren CC;54;11,3889;9,6298;8;0,1481;6;0,1111
F69B;Herzklappenerkrankungen ohne äußerst schwere oder schwere CC;111;4,964;4,3336;25;0,2252;5;0,045
F70A;Schwere Arrhythmie und Herzstillstand mit äußerst schweren CC;4;5,25;4,6458;2;0,50;0;0,00
F70B;Schwere Arrhythmie und Herzstillstand ohne äußerst schwere CC;172;4,2384;3,4837;53;0,3081;5;0,0291
F71A;Nicht schwere kardiale Arrhythmie und Erregungsleitungsstörungen mit äußerst schweren CC oder kathetergestützter elektrophysiologischer Untersuchung des Herzens;89;8,6629;6,9641;23;0,2584;5;0,0562
F71B;Nicht schwere kardiale Arrhythmie und Erregungsleitungsstörungen ohne äußerst schwere CC, ohne kathetergestützte elektrophysiologische Untersuchung des Herzens;4835;2,6889;2,5592;2202;0,4554;116;0,024
F72A;Instabile Angina pectoris mit äußerst schweren CC;9;12,00;8,9163;0;0,00;1;0,1111
F72B;Instabile Angina pectoris ohne äußerst schwere CC;475;2,9789;2,7794;216;0,4547;19;0,04
F73Z;Synkope und Kollaps;1621;3,153;2,9076;639;0,3942;80;0,0494
F74Z;Thoraxschmerz;1629;1,8428;1,4862;960;0,5893;52;0,0319
F75A;Andere Krankheiten des Kreislaufsystems mit äußerst schweren CC;20;10,40;8,2615;6;0,30;1;0,05
F75B;Andere Krankheiten des Kreislaufsystems ohne äußerst schwere CC, Alter < 10 Jahre;0;0,00;NULL;0;0,00;0;0,00
F75C;Andere Krankheiten des Kreislaufsystems ohne äußerst schwere CC, Alter > 9 Jahre und Alter < 18 Jahre;4;4,50;2,0817;0;0,00;0;0,00
F75D;Andere Krankheiten des Kreislaufsystems ohne äußerst schwere CC, Alter > 17 Jahre;450;4,0911;4,0955;113;0,2511;13;0,0289
F77Z;Komplexbehandlung bei multiresistenten Erregern bei Krankheiten und Störungen des Kreislaufsystems;24;14,9167;6,213;0;0,00;3;0,125
F95A;Interventioneller Septumverschluss, Alter < 19 Jahre oder Vorhofohrverschluss;100;3,12;2,7935;12;0,12;4;0,04
F95B;Interventioneller Septumverschluss, Alter > 18 Jahre;24;1,7083;0,9991;14;0,5833;0;0,00
F96Z;Stammzelltransfusion bei Krankheiten und Störungen des Kreislaufsystems;0;0,00;NULL;0;0,00;0;0,00
F98A;Komplexe minimalinvasive Operationen an Herzklappen, mit hochkomplexem Eingriff oder komplexer Diagnose oder Alter < 16 Jahre;0;0,00;NULL;0;0,00;0;0,00
F98B;Komplexe minimalinvasive Operationen an Herzklappen, ohne hochkomplexen Eingriff, ohne komplexe Diagnose, Alter > 15 Jahre, mit sehr komplexem Eingriff;0;0,00;NULL;0;0,00;0;0,00
F98C;Komplexe minimalinvasive Operationen an Herzklappen, ohne hochkomplexen Eingriff, ohne komplexe Diagnose, Alter > 15 Jahre, ohne sehr komplexen Eingriff;0;0,00;NULL;0;0,00;0;0,00
G01Z;Eviszeration des kleinen Beckens oder bestimmte Eingriffe an den Verdauungsorganen mit intensivmedizinischer Komplexbehandlung im Kindesalter > 392 Aufwandspunkte;0;0,00;NULL;0;0,00;0;0,00
G02A;Eingriffe an den Verdauungsorganen bei angeborener Fehlbildung, Alter < 2 Jahre, ohne intensivmedizinische Komplexbehandlung im Kindesalter > 392 AufwPkte oder bestimmte Eingriffe an Dünn- und Dickdarm mit komplizierender Diagnose;36;16,5556;16,5019;13;0,3611;6;0,1667
G02B;Komplexe Eingriffe an Dünn- und Dickdarm ohne Eingriffe an den Verdauungsorganen bei angeborener Fehlbildung, Alter < 2 Jahre, ohne intensivmed. Komplexbeh. im Kindesalter > 392 AufwPkte, ohne best. Eingriffe an Dünn- und Dickdarm mit kompliz. Diagnose;57;16,1228;11,1932;4;0,0702;5;0,0877
G03A;Große Eingriffe an Magen, Ösophagus und Duodenum mit hochkompl. Eingriff oder kompliz. Konstell. oder bei bestimmter bösartiger Neubildung;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
G03B;Große Eingriffe an Magen, Ösophagus und Duodenum ohne hochkomplexen Eingriff, ohne komplizierende Konstellation, außer bei bestimmter bösartiger Neubildung, mit komplexem Eingriff;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
G03C;Große Eingriffe an Magen, Ösophagus und Duodenum ohne hochkomplexen Eingriff, ohne komplizierende Konstellation, außer bei bestimmter bösartiger Neubildung, ohne komplexen Eingriff;7;21,00;11,5181;0;0,00;1;0,1429
G04A;Adhäsiolyse am Peritoneum, Alter < 4 J. od. mit schw. CC od. kl. Eingr. an Dünn-/Dickdarm mit äuß. schw. CC od. Anl. eines Enterostomas, Alt. < 6 J., od. best. PTAs an abd. Gefäßen mit äuß. schw. CC, oh. int.med. Komplexbeh. b. Kind > 392 AufwPkte;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
G04B;Adhäsiolyse am Peritoneum, Alter < 4 Jahre oder mit äußerst schweren oder schweren CC oder kleine Eingriffe an Dünn- und Dickdarm mit äußerst schweren CC od. Anlegen eines Enterostomas, Alter > 5 Jahre, ohne best. PTAs an abdominalen Gefäßen;49;15,4286;8,8577;4;0,0816;3;0,0612
G07A;Appendektomie oder laparoskopische Adhäsiolyse bei Peritonitis mit äuß. schw. oder schweren CC oder kleine Eingr. an Dünn- und Dickdarm od. a. abd. Gef. ohne äußerst schwere CC, Alter < 3 Jahre oder mit best. perkutan-translumin. Eingr. an abdom. Gefäßen;3;2,00;0,00;0;0,00;0;0,00
G07B;Appendektomie oder laparoskopische Adhäsiolyse bei Peritonitis mit äußerst schweren oder schweren CC oder kleine Eingriffe an Dünn- und Dickdarm ohne äußerst schwere CC, mit laparoskopischer Adhäsiolyse od. Alter > 2 Jahre und Alter < 10 Jahre;4;13,75;8,4607;0;0,00;2;0,50
G07C;Appendektomie oder laparoskopische Adhäsiolyse bei Peritonitis mit äußerst schweren oder schweren CC oder kleine Eingriffe an Dünn- und Dickdarm ohne äußerst schwere CC, Alter > 9 Jahre;55;7,9818;5,3593;7;0,1273;5;0,0909
G08A;Komplexe Rekonstruktion der Bauchwand, Alter > 0 Jahre, mit äußerst schweren CC;2;8,00;7,0711;1;0,50;0;0,00
G08B;Komplexe Rekonstruktion der Bauchwand, Alter > 0 Jahre, ohne äußerst schwere CC;683;3,6471;2,3981;99;0,1449;5;0,0073
G09Z;Beidseitige Eingriffe bei Leisten- und Schenkelhernien, Alter > 55 Jahre oder komplexe Herniotomien;732;1,903;1,4439;366;0,50;18;0,0246
G10Z;Bestimmte Eingriffe an hepatobiliärem System, Pankreas, Niere und Milz;5;12,80;6,7971;1;0,20;0;0,00
G11A;Pyloromyotomie oder Anoproktoplastik und Rekonstruktion von Anus und Sphinkter, Alter < 10 Jahre;4;5,25;0,50;0;0,00;0;0,00
G11B;Pyloromyotomie oder Anoproktoplastik und Rekonstruktion von Anus und Sphinkter, Alter > 9 Jahre;142;4,8028;2,4818;11;0,0775;3;0,0211
G12A;Andere OR-Prozeduren an den Verdauungsorganen mit komplexer OR-Prozedur;2;14,50;12,0208;0;0,00;0;0,00
G12B;Andere OR-Prozeduren an den Verdauungsorganen mit mäßig komplexer OR-Prozedur;57;8,6667;8,4438;22;0,386;3;0,0526
G12C;Andere OR-Prozeduren an den Verdauungsorganen ohne komplexe oder mäßig komplexe OR-Prozedur;153;2,9804;2,9278;62;0,4052;3;0,0196
G13Z;Andere Eingriffe an Darm oder Enterostoma mit äußerst schweren CC;13;9,0769;4,6091;1;0,0769;0;0,00
G14Z;Geriatrische frührehabilitative Komplexbehandlung mit bestimmter OR-Prozedur bei Krankheiten und Störungen der Verdauungsorgane;0;0,00;NULL;0;0,00;0;0,00
G15Z;Strahlentherapie mit großem abdominellen Eingriff;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
G16A;Komplexe Rektumresektion oder andere Rektumresektion mit bestimmtem Eingriff oder bei Zustand nach Organtransplantation oder mit Immundefekt, mit bestimmter Lebermetastasenchirurgie oder komplizierender Konstellation;0;0,00;NULL;0;0,00;0;0,00
G16B;Komplexe Rektumresektion oder andere Rektumresektion mit bestimmtem Eingriff oder bei Zustand nach Organtransplantation oder mit Immundefekt, ohne bestimmte Lebermetastasenchirurgie, ohne komplizierende Konstellation;16;23,875;14,1415;0;0,00;3;0,1875
G17A;Andere Rektumresektion ohne bestimmten Eingriff, bei bösartiger Neubildung;44;17,1818;11,067;0;0,00;7;0,1591
G17B;Andere Rektumresektion ohne bestimmten Eingriff, außer bei bösartiger Neubildung;45;11,3333;5,8036;1;0,0222;5;0,1111
G18A;Eingriffe an Dünn- und Dickdarm außer bei angeborener Fehlbildung oder Alter > 1 Jahr mit hochkomplexem Eingriff oder komplizierender Diagnose;15;15,8667;10,8158;2;0,1333;1;0,0667
G18B;Eingriffe an Dünn- und Dickdarm außer bei angeborener Fehlbildung oder Alter > 1 Jahr, ohne hochkomplexen Eingriff, ohne komplizierende Diagnose, mit sehr komplexem Eingriff;264;11,8636;6,3159;8;0,0303;20;0,0758
G18C;Eingriffe an Dünn- und Dickdarm außer bei angeborener Fehlbildung oder Alter > 1 Jahr, ohne hochkomplexen Eingriff, ohne komplizierende Diagnose, ohne sehr komplexen Eingriff, mit komplexem Eingriff;162;7,3951;4,1544;11;0,0679;4;0,0247
G18D;Eingriffe an Dünn- und Dickdarm außer bei angeborener Fehlbildung oder Alter > 1 Jahr, ohne hochkomplexen Eingriff, ohne komplizierende Diagnose, ohne sehr komplexen Eingriff, ohne komplexen Eingriff;91;5,0549;3,557;22;0,2418;1;0,011
G19A;Andere Eingriffe an Magen, Ösophagus und Duodenum außer bei angeborener Fehlbildung oder Alter > 1 Jahr, mit komplizierender Konstellation oder bei bösartiger Neubildung oder Alter < 16 Jahre;51;5,2157;1,9112;2;0,0392;0;0,00
G19B;Andere Eingriffe an Magen, Ösophagus und Duodenum außer bei angeborener Fehlbildung oder Alter > 1 Jahr, ohne komplizierende Konstellation, außer bei bösartiger Neubildung, Alter > 15 Jahre, mit komplexem Eingriff;48;6,375;5,1058;6;0,125;2;0,0417
G19C;Andere Eingriffe an Magen, Ösophagus und Duodenum außer bei angeborener Fehlbildung oder Alter > 1 Jahr, ohne komplizierende Konstellation, außer bei bösartiger Neubildung, Alter > 15 Jahre, ohne komplexen Eingriff;224;4,7098;2,2611;2;0,0089;5;0,0223
G21A;Komplexe Adhäsiolyse am Peritoneum, Alter > 3 Jahre und ohne äußerst schwere oder schwere CC oder andere Eingriffe an Darm oder Enterostoma ohne äußerst schwere CC, Alter < 16 Jahre;12;2,5833;2,9375;9;0,75;0;0,00
G21B;Komplexe Adhäsiolyse am Peritoneum, Alter > 3 Jahre und ohne äußerst schwere oder schwere CC oder andere Eingriffe an Darm oder Enterostoma ohne äußerst schwere CC, Alter > 15 Jahre, mit komplexem Eingriff;546;4,0128;2,5316;48;0,0879;6;0,011
G21C;Komplexe Adhäsiolyse am Peritoneum, Alter > 3 Jahre und ohne äußerst schwere oder schwere CC oder andere Eingriffe an Darm oder Enterostoma ohne äußerst schwere CC, Alter > 15 Jahre, ohne komplexen Eingriff;609;2,3251;1,6006;228;0,3744;6;0,0099
G22A;Appendektomie oder laparoskopische Adhäsiolyse bei Peritonitis oder mit äußerst schweren oder schweren CC, Alter < 10 Jahre oder bei bösartiger Neubildung;12;5,5833;2,503;1;0,0833;0;0,00
G22B;Appendektomie oder laparoskopische Adhäsiolyse bei Peritonitis oder mit äußerst schweren oder schweren CC, Alter > 9 Jahre, mit laparoskopischer Adhäsiolyse oder Alter < 16 Jahre, außer bei bösartiger Neubildung;48;5,4792;3,8757;6;0,125;2;0,0417
G22C;Appendektomie oder laparoskopische Adhäsiolyse bei Peritonitis oder mit äußerst schweren oder schweren CC, Alter > 15 Jahre, außer bei bösartiger Neubildung;61;6,8689;4,3607;0;0,00;7;0,1148
G23A;Appendektomie oder laparoskopische Adhäsiolyse außer bei Peritonitis, ohne äußerst schwere oder schwere CC, Alter < 10 Jahre oder bei bösartiger Neubildung;64;4,2188;1,6472;1;0,0156;2;0,0313
