kategorie;kategoriename;Anzahl BA;VwdMw;stdVwd;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
D50;Eisenmangelanämie;564;5,211;4,2187;0;0;1;0;2;2;3;3;7;14;21;22;15;23;35;70;92;115;79;60;0,00;0,00;0,0018;0,00;0,0035;0,0035;0,0053;0,0053;0,0124;0,0248;0,0372;0,039;0,0266;0,0408;0,0621;0,1241;0,1631;0,2039;0,1401;0,1064
D51;Vitamin-B12-Mangelanämie;27;7,0741;5,0758;0;0;0;0;0;0;0;0;0;1;1;0;3;1;2;3;4;7;4;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,037;0,037;0,00;0,1111;0,037;0,0741;0,1111;0,1481;0,2593;0,1481;0,037
D52;Folsäure-Mangelanämie;5;7,80;3,5637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,80;0,20;0,00
D53;Sonstige alimentäre Anämien;11;6,6364;3,2333;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;1;2;2;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,1818;0,00;0,1818;0,1818;0,0909;0,1818;0,1818
D55;Anämie durch Enzymdefekte;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
D56;Thalassämie;7;4,4286;2,6367;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;2;1;0;0;0,00;0,00;0,00;0,00;0,2857;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,2857;0,00;0,00;0,00;0,2857;0,1429;0,00;0,00
D57;Sichelzellenkrankheiten;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
D58;Sonstige hereditäre hämolytische Anämien;2;7,00;4,2426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00
D59;Erworbene hämolytische Anämien;33;8,1515;5,8101;0;0;0;0;0;0;0;0;0;0;0;1;0;2;4;4;1;13;8;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0303;0,00;0,0606;0,1212;0,1212;0,0303;0,3939;0,2424;0,00
D60;Erworbene isolierte aplastische Anämie [Erythroblastopenie] [pure red cell aplasia];0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D61;Sonstige aplastische Anämien;67;4,6866;4,4252;0;0;0;0;0;0;0;0;2;1;1;4;3;3;6;14;16;7;6;4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0299;0,0149;0,0149;0,0597;0,0448;0,0448;0,0896;0,209;0,2388;0,1045;0,0896;0,0597
D62;Akute Blutungsanämie;108;5,4722;4,8268;0;0;0;0;0;0;0;0;3;1;1;1;5;6;11;19;19;14;16;12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0278;0,0093;0,0093;0,0093;0,0463;0,0556;0,1019;0,1759;0,1759;0,1296;0,1481;0,1111
D63;Anämie bei chronischen, anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D64;Sonstige Anämien;548;4,5821;4,2563;0;0;0;0;0;0;2;4;2;2;11;11;16;27;37;65;100;103;87;81;0,00;0,00;0,00;0,00;0,00;0,00;0,0036;0,0073;0,0036;0,0036;0,0201;0,0201;0,0292;0,0493;0,0675;0,1186;0,1825;0,188;0,1588;0,1478
D65;Disseminierte intravasale Gerinnung [Defibrinationssyndrom];2;22,00;22,6274;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00
D66;Hereditärer Faktor-VIII-Mangel;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D67;Hereditärer Faktor-IX-Mangel;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D68;Sonstige Koagulopathien;140;5,3571;5,7665;0;1;0;1;0;1;1;1;2;1;2;4;3;5;6;22;33;29;22;6;0,00;0,0071;0,00;0,0071;0,00;0,0071;0,0071;0,0071;0,0143;0,0071;0,0143;0,0286;0,0214;0,0357;0,0429;0,1571;0,2357;0,2071;0,1571;0,0429
D69;Purpura und sonstige hämorrhagische Diathesen;89;8,0674;8,4232;1;4;1;1;2;2;1;0;1;4;2;8;5;7;5;11;11;14;7;2;0,0112;0,0449;0,0112;0,0112;0,0225;0,0225;0,0112;0,00;0,0112;0,0449;0,0225;0,0899;0,0562;0,0787;0,0562;0,1236;0,1236;0,1573;0,0787;0,0225
D70;Agranulozytose und Neutropenie;60;5,7667;5,9471;0;0;0;0;0;0;0;2;3;2;4;3;5;8;7;11;6;9;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0333;0,05;0,0333;0,0667;0,05;0,0833;0,1333;0,1167;0,1833;0,10;0,15;0,00;0,00
D71;Funktionelle Störungen der neutrophilen Granulozyten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D72;Sonstige Krankheiten der Leukozyten;11;4,1818;4,2384;0;0;0;0;0;0;0;1;2;0;0;1;0;1;1;1;2;2;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0909;0,1818;0,00;0,00;0,0909;0,00;0,0909;0,0909;0,0909;0,1818;0,1818;0,00;0,00
D73;Krankheiten der Milz;5;2,80;1,6432;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0,00;0,00;0,00;0,00;0,20;0,00;0,00;0,00;0,20;0,00;0,00;0,20;0,20;0,00;0,00;0,20;0,00;0,00;0,00;0,00
D74;Methämoglobinämie;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D75;Sonstige Krankheiten des Blutes und der blutbildenden Organe;11;4,3636;4,1297;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;2;4;1;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0909;0,0909;0,1818;0,00;0,00;0,1818;0,3636;0,0909;0,00;0,00
D76;Bestimmte Krankheiten mit Beteiligung des lymphoretikulären Gewebes und des retikulohistiozytären Systems;3;2,6667;1,1547;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,3333;0,00;0,00;0,6667;0,00;0,00;0,00;0,00;0,00
D77;Sonstige Krankheiten des Blutes und der blutbildenden Organe bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D80;Immundefekt mit vorherrschendem Antikörpermangel;23;2,00;1,6514;0;0;0;0;8;0;0;0;0;3;0;0;0;0;0;10;2;0;0;0;0,00;0,00;0,00;0,00;0,3478;0,00;0,00;0,00;0,00;0,1304;0,00;0,00;0,00;0,00;0,00;0,4348;0,087;0,00;0,00;0,00
D81;Kombinierte Immundefekte;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D82;Immundefekt in Verbindung mit anderen schweren Defekten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D83;Variabler Immundefekt [common variable immunodeficiency];-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
D84;Sonstige Immundefekte;2;2,00;0,00;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D86;Sarkoidose;54;4,0556;3,6879;0;0;0;0;1;1;3;5;2;6;3;6;6;6;4;7;2;1;1;0;0,00;0,00;0,00;0,00;0,0185;0,0185;0,0556;0,0926;0,037;0,1111;0,0556;0,1111;0,1111;0,1111;0,0741;0,1296;0,037;0,0185;0,0185;0,00
D89;Sonstige Störungen mit Beteiligung des Immunsystems, anderenorts nicht klassifiziert;3;13,3333;8,0829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,6667;0,00;0,3333;0,00;0,00
D90;Immunkompromittierung nach Bestrahlung, Chemotherapie und sonstigen immunsuppressiven Maßnahmen;3;7,00;1,7321;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,3333;0,00;0,00;0,3333;0,00;0,00;0,3333;0,00;0,00;0,00;0,00;0,00;0,00
E00;Angeborenes Jodmangelsyndrom;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E01;Jodmangelbedingte Schilddrüsenkrankheiten und verwandte Zustände;102;3,5392;1,216;0;0;0;0;1;1;3;8;7;8;26;19;8;8;8;3;2;0;0;0;0,00;0,00;0,00;0,00;0,0098;0,0098;0,0294;0,0784;0,0686;0,0784;0,2549;0,1863;0,0784;0,0784;0,0784;0,0294;0,0196;0,00;0,00;0,00
E02;Subklinische Jodmangel-Hypothyreose;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E03;Sonstige Hypothyreose;13;6,0769;4,5728;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;3;3;3;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0769;0,00;0,00;0,00;0,1538;0,0769;0,00;0,2308;0,2308;0,2308;0,00
E04;Sonstige nichttoxische Struma;1234;3,1621;1,2477;0;0;0;0;6;10;21;52;66;130;168;177;155;132;122;102;71;20;2;0;0,00;0,00;0,00;0,00;0,0049;0,0081;0,017;0,0421;0,0535;0,1053;0,1361;0,1434;0,1256;0,107;0,0989;0,0827;0,0575;0,0162;0,0016;0,00
E05;Hyperthyreose [Thyreotoxikose];1671;3,5775;1,8497;0;0;0;0;3;14;32;42;57;75;129;183;187;197;190;197;214;111;38;2;0,00;0,00;0,00;0,00;0,0018;0,0084;0,0192;0,0251;0,0341;0,0449;0,0772;0,1095;0,1119;0,1179;0,1137;0,1179;0,1281;0,0664;0,0227;0,0012
E06;Thyreoiditis;43;5,7442;5,2784;0;0;0;0;0;0;4;2;7;6;6;7;7;2;1;1;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,093;0,0465;0,1628;0,1395;0,1395;0,1628;0,1628;0,0465;0,0233;0,0233;0,00;0,00;0,00;0,00
E07;Sonstige Krankheiten der Schilddrüse;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
E10;Diabetes mellitus, Typ 1;318;5,3082;4,6897;0;3;3;5;21;18;23;25;22;29;27;32;26;17;18;13;20;10;5;1;0,00;0,0094;0,0094;0,0157;0,066;0,0566;0,0723;0,0786;0,0692;0,0912;0,0849;0,1006;0,0818;0,0535;0,0566;0,0409;0,0629;0,0314;0,0157;0,0031
E11;Diabetes mellitus, Typ 2;2769;7,6226;7,4432;0;0;0;0;1;5;5;15;23;61;99;208;238;311;328;401;519;319;183;53;0,00;0,00;0,00;0,00;0,0004;0,0018;0,0018;0,0054;0,0083;0,022;0,0358;0,0751;0,086;0,1123;0,1185;0,1448;0,1874;0,1152;0,0661;0,0191
E12;Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition];0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E13;Sonstiger näher bezeichneter Diabetes mellitus;19;6,3684;3,5152;0;0;0;0;0;0;0;1;0;1;0;2;2;2;4;1;4;2;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0526;0,00;0,0526;0,00;0,1053;0,1053;0,1053;0,2105;0,0526;0,2105;0,1053;0,00;0,00
E14;Nicht näher bezeichneter Diabetes mellitus;535;1,0991;0,8344;0;0;0;0;0;0;1;14;4;17;15;24;42;82;86;111;62;58;18;1;0,00;0,00;0,00;0,00;0,00;0,00;0,0019;0,0262;0,0075;0,0318;0,028;0,0449;0,0785;0,1533;0,1607;0,2075;0,1159;0,1084;0,0336;0,0019
E15;Hypoglykämisches Koma, nichtdiabetisch;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E16;Sonstige Störungen der inneren Sekretion des Pankreas;30;3,20;2,5918;0;2;0;1;1;0;1;2;5;0;2;1;1;0;1;0;4;4;0;5;0,00;0,0667;0,00;0,0333;0,0333;0,00;0,0333;0,0667;0,1667;0,00;0,0667;0,0333;0,0333;0,00;0,0333;0,00;0,1333;0,1333;0,00;0,1667
E20;Hypoparathyreoidismus;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E21;Hyperparathyreoidismus und sonstige Krankheiten der Nebenschilddrüse;7;4,4286;2,4398;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;2;0;1;0;0;0,00;0,00;0,00;0,00;0,00;0,1429;0,1429;0,00;0,00;0,00;0,1429;0,00;0,00;0,00;0,1429;0,2857;0,00;0,1429;0,00;0,00
E22;Überfunktion der Hypophyse;4;11,50;6,245;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,25;0,25;0,00;0,25;0,00
E23;Unterfunktion und andere Störungen der Hypophyse;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E24;Cushing-Syndrom;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
E25;Adrenogenitale Störungen;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
E26;Hyperaldosteronismus;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
E27;Sonstige Krankheiten der Nebenniere;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
E28;Ovarielle Dysfunktion;38;2,6053;2,034;0;0;0;0;3;8;11;9;3;0;1;1;0;0;1;1;0;0;0;0;0,00;0,00;0,00;0,00;0,0789;0,2105;0,2895;0,2368;0,0789;0,00;0,0263;0,0263;0,00;0,00;0,0263;0,0263;0,00;0,00;0,00;0,00
E29;Testikuläre Dysfunktion;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
E30;Pubertätsstörungen, anderenorts nicht klassifiziert;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E31;Polyglanduläre Dysfunktion;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E32;Krankheiten des Thymus;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
E34;Sonstige endokrine Störungen;4;2,25;0,50;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E35;Störungen der endokrinen Drüsen bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E40;Kwashiorkor;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E41;Alimentärer Marasmus;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
E42;Kwashiorkor-Marasmus;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E43;Nicht näher bezeichnete erhebliche Energie- und Eiweißmangelernährung;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
E44;Energie- und Eiweißmangelernährung mäßigen und leichten Grades;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E45;Entwicklungsverzögerung durch Energie- und Eiweißmangelernährung;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
E46;Nicht näher bezeichnete Energie- und Eiweißmangelernährung;4;17,75;3,8622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,25;0,50;0,00;0,00;0,00
E50;Vitamin-A-Mangel;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E51;Thiaminmangel [Vitamin-B1-Mangel];0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E52;Niazinmangel [Pellagra];0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E53;Mangel an sonstigen Vitaminen des Vitamin-B-Komplexes;4;6,75;5,909;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,50;0,25;0,00;0,00
E54;Ascorbinsäuremangel;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E55;Vitamin-D-Mangel;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E56;Sonstige Vitaminmangelzustände;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E58;Alimentärer Kalziummangel;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E59;Alimentärer Selenmangel;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
E60;Alimentärer Zinkmangel;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
